Provinsi,NamaKab/Kota,KodeKab/Kota,Usia,Jumlah Anak yang Bersekolah,Jumlah Anak yang Tidak Bersekolah
ACEH,SIMEULUE,1101,Usia 7-12tahun,"7,926",557
ACEH,SIMEULUE,1101,Usia 13-15tahun,"3,010",211
ACEH,SIMEULUE,1101,Usia 16-18tahun,"1,867",766
ACEH,ACEH SINGKIL,1102,Usia 7-12tahun,"9,505","1,232"
ACEH,ACEH SINGKIL,1102,Usia 13-15tahun,"4,113",474
ACEH,ACEH SINGKIL,1102,Usia 16-18tahun,"2,626","1,474"
ACEH,ACEH SELATAN,1103,Usia 7-12tahun,"15,193","1,238"
ACEH,ACEH SELATAN,1103,Usia 13-15tahun,"7,844",713
ACEH,ACEH SELATAN,1103,Usia 16-18tahun,"4,279","2,969"
ACEH,ACEH TENGGARA,1104,Usia 7-12tahun,"13,466","1,092"
ACEH,ACEH TENGGARA,1104,Usia 13-15tahun,"6,525",448
ACEH,ACEH TENGGARA,1104,Usia 16-18tahun,"4,118","2,013"
ACEH,ACEH TIMUR,1105,Usia 7-12tahun,"32,882","2,340"
ACEH,ACEH TIMUR,1105,Usia 13-15tahun,"13,236","2,603"
ACEH,ACEH TIMUR,1105,Usia 16-18tahun,"6,250","7,677"
ACEH,ACEH TENGAH,1106,Usia 7-12tahun,"10,192",912
ACEH,ACEH TENGAH,1106,Usia 13-15tahun,"4,514",390
ACEH,ACEH TENGAH,1106,Usia 16-18tahun,"2,599","1,710"
ACEH,ACEH BARAT,1107,Usia 7-12tahun,"9,446",942
ACEH,ACEH BARAT,1107,Usia 13-15tahun,"4,282",408
ACEH,ACEH BARAT,1107,Usia 16-18tahun,"2,822","1,517"
ACEH,ACEH BESAR,1108,Usia 7-12tahun,"23,573","1,878"
ACEH,ACEH BESAR,1108,Usia 13-15tahun,"9,085",750
ACEH,ACEH BESAR,1108,Usia 16-18tahun,"5,170","2,952"
ACEH,PIDIE,1109,Usia 7-12tahun,"33,822","1,886"
ACEH,PIDIE,1109,Usia 13-15tahun,"14,349","1,302"
ACEH,PIDIE,1109,Usia 16-18tahun,"7,214","5,994"
ACEH,BIREUEN,1110,Usia 7-12tahun,"30,425","2,358"
ACEH,BIREUEN,1110,Usia 13-15tahun,"14,289","1,554"
ACEH,BIREUEN,1110,Usia 16-18tahun,"7,834","6,023"
ACEH,ACEH UTARA,1111,Usia 7-12tahun,"48,328","4,280"
ACEH,ACEH UTARA,1111,Usia 13-15tahun,"22,416","2,754"
ACEH,ACEH UTARA,1111,Usia 16-18tahun,"11,272","9,327"
ACEH,ACEH BARAT DAYA,1112,Usia 7-12tahun,"10,195",660
ACEH,ACEH BARAT DAYA,1112,Usia 13-15tahun,"5,147",519
ACEH,ACEH BARAT DAYA,1112,Usia 16-18tahun,"2,809","2,266"
ACEH,GAYO LUES,1113,Usia 7-12tahun,"5,204",591
ACEH,GAYO LUES,1113,Usia 13-15tahun,"2,540",327
ACEH,GAYO LUES,1113,Usia 16-18tahun,"1,725",971
ACEH,ACEH TAMIANG,1114,Usia 7-12tahun,"17,126",754
ACEH,ACEH TAMIANG,1114,Usia 13-15tahun,"7,057",930
ACEH,ACEH TAMIANG,1114,Usia 16-18tahun,"3,353","3,379"
ACEH,NAGAN RAYA,1115,Usia 7-12tahun,"8,371","1,041"
ACEH,NAGAN RAYA,1115,Usia 13-15tahun,"4,289",464
ACEH,NAGAN RAYA,1115,Usia 16-18tahun,"2,633","1,530"
ACEH,ACEH JAYA,1116,Usia 7-12tahun,"4,663",300
ACEH,ACEH JAYA,1116,Usia 13-15tahun,"1,837",155
ACEH,ACEH JAYA,1116,Usia 16-18tahun,"1,188",715
ACEH,BENER MERIAH,1117,Usia 7-12tahun,"6,791",709
ACEH,BENER MERIAH,1117,Usia 13-15tahun,"2,870",214
ACEH,BENER MERIAH,1117,Usia 16-18tahun,"1,457",898
ACEH,PIDIE JAYA,1118,Usia 7-12tahun,"11,855",608
ACEH,PIDIE JAYA,1118,Usia 13-15tahun,"5,470",354
ACEH,PIDIE JAYA,1118,Usia 16-18tahun,"2,805","2,063"
ACEH,KOTA BANDA ACEH,1171,Usia 7-12tahun,"5,798",298
ACEH,KOTA BANDA ACEH,1171,Usia 13-15tahun,"1,945",88
ACEH,KOTA BANDA ACEH,1171,Usia 16-18tahun,"1,160",557
ACEH,KOTA SABANG,1172,Usia 7-12tahun,"1,437",107
ACEH,KOTA SABANG,1172,Usia 13-15tahun,560,38
ACEH,KOTA SABANG,1172,Usia 16-18tahun,308,160
ACEH,KOTA LANGSA,1173,Usia 7-12tahun,"7,909",286
ACEH,KOTA LANGSA,1173,Usia 13-15tahun,"3,507",340
ACEH,KOTA LANGSA,1173,Usia 16-18tahun,"1,770","1,529"
ACEH,KOTA LHOKSEUMAWE,1174,Usia 7-12tahun,"9,057",562
ACEH,KOTA LHOKSEUMAWE,1174,Usia 13-15tahun,"4,536",289
ACEH,KOTA LHOKSEUMAWE,1174,Usia 16-18tahun,"2,817","1,278"
ACEH,KOTA SUBULUSSALAM,1175,Usia 7-12tahun,"6,835",568
ACEH,KOTA SUBULUSSALAM,1175,Usia 13-15tahun,"3,087",236
ACEH,KOTA SUBULUSSALAM,1175,Usia 16-18tahun,"1,839",862
SUMATERA UTARA,NIAS,1201,Usia 7-12tahun,"19,389","3,566"
SUMATERA UTARA,NIAS,1201,Usia 13-15tahun,"7,081","1,883"
SUMATERA UTARA,NIAS,1201,Usia 16-18tahun,"4,310","3,586"
SUMATERA UTARA,MANDAILING NATAL,1202,Usia 7-12tahun,"29,118","2,654"
SUMATERA UTARA,MANDAILING NATAL,1202,Usia 13-15tahun,"9,570","2,110"
SUMATERA UTARA,MANDAILING NATAL,1202,Usia 16-18tahun,"3,918","4,362"
SUMATERA UTARA,TAPANULI SELATAN,1203,Usia 7-12tahun,"15,542","1,344"
SUMATERA UTARA,TAPANULI SELATAN,1203,Usia 13-15tahun,"5,195",950
SUMATERA UTARA,TAPANULI SELATAN,1203,Usia 16-18tahun,"2,132","2,113"
SUMATERA UTARA,TAPANULI TENGAH,1204,Usia 7-12tahun,"26,935","2,766"
SUMATERA UTARA,TAPANULI TENGAH,1204,Usia 13-15tahun,"10,398","1,425"
SUMATERA UTARA,TAPANULI TENGAH,1204,Usia 16-18tahun,"5,603","3,409"
SUMATERA UTARA,TAPANULI UTARA,1205,Usia 7-12tahun,"23,877",847
SUMATERA UTARA,TAPANULI UTARA,1205,Usia 13-15tahun,"9,356",398
SUMATERA UTARA,TAPANULI UTARA,1205,Usia 16-18tahun,"4,910","1,990"
SUMATERA UTARA,TOBA SAMOSIR,1206,Usia 7-12tahun,"10,341",577
SUMATERA UTARA,TOBA SAMOSIR,1206,Usia 13-15tahun,"3,642",175
SUMATERA UTARA,TOBA SAMOSIR,1206,Usia 16-18tahun,"1,655",619
SUMATERA UTARA,LABUHAN BATU,1207,Usia 7-12tahun,"16,673","2,058"
SUMATERA UTARA,LABUHAN BATU,1207,Usia 13-15tahun,"6,970","1,106"
SUMATERA UTARA,LABUHAN BATU,1207,Usia 16-18tahun,"3,325","3,237"
SUMATERA UTARA,ASAHAN,1208,Usia 7-12tahun,"26,939","2,134"
SUMATERA UTARA,ASAHAN,1208,Usia 13-15tahun,"9,445","2,132"
SUMATERA UTARA,ASAHAN,1208,Usia 16-18tahun,"3,394","5,130"
SUMATERA UTARA,SIMALUNGUN,1209,Usia 7-12tahun,"30,517","2,163"
SUMATERA UTARA,SIMALUNGUN,1209,Usia 13-15tahun,"11,874","1,281"
SUMATERA UTARA,SIMALUNGUN,1209,Usia 16-18tahun,"5,259","4,135"
SUMATERA UTARA,DAIRI,1210,Usia 7-12tahun,"19,118","1,026"
SUMATERA UTARA,DAIRI,1210,Usia 13-15tahun,"6,740",534
SUMATERA UTARA,DAIRI,1210,Usia 16-18tahun,"2,925","1,448"
SUMATERA UTARA,KARO,1211,Usia 7-12tahun,"19,399","1,768"
SUMATERA UTARA,KARO,1211,Usia 13-15tahun,"7,698",692
SUMATERA UTARA,KARO,1211,Usia 16-18tahun,"3,985","2,297"
SUMATERA UTARA,DELI SERDANG,1212,Usia 7-12tahun,"55,220","3,958"
SUMATERA UTARA,DELI SERDANG,1212,Usia 13-15tahun,"24,913","3,176"
SUMATERA UTARA,DELI SERDANG,1212,Usia 16-18tahun,"11,767","11,608"
SUMATERA UTARA,LANGKAT,1213,Usia 7-12tahun,"59,831","4,309"
SUMATERA UTARA,LANGKAT,1213,Usia 13-15tahun,"22,401","4,554"
SUMATERA UTARA,LANGKAT,1213,Usia 16-18tahun,"8,150","11,885"
SUMATERA UTARA,NIAS SELATAN,1214,Usia 7-12tahun,"34,271","8,257"
SUMATERA UTARA,NIAS SELATAN,1214,Usia 13-15tahun,"14,069","3,711"
SUMATERA UTARA,NIAS SELATAN,1214,Usia 16-18tahun,"9,217","6,731"
SUMATERA UTARA,HUMBANG HASUNDUTAN,1215,Usia 7-12tahun,"14,047",653
SUMATERA UTARA,HUMBANG HASUNDUTAN,1215,Usia 13-15tahun,"4,963",194
SUMATERA UTARA,HUMBANG HASUNDUTAN,1215,Usia 16-18tahun,"2,346",673
SUMATERA UTARA,PAKPAK BHARAT,1216,Usia 7-12tahun,"3,115",274
SUMATERA UTARA,PAKPAK BHARAT,1216,Usia 13-15tahun,"1,161",100
SUMATERA UTARA,PAKPAK BHARAT,1216,Usia 16-18tahun,467,215
SUMATERA UTARA,SAMOSIR,1217,Usia 7-12tahun,"9,596",458
SUMATERA UTARA,SAMOSIR,1217,Usia 13-15tahun,"3,503",136
SUMATERA UTARA,SAMOSIR,1217,Usia 16-18tahun,"1,451",564
SUMATERA UTARA,SERDANG BEDAGAI,1218,Usia 7-12tahun,"26,405","1,891"
SUMATERA UTARA,SERDANG BEDAGAI,1218,Usia 13-15tahun,"9,933","1,737"
SUMATERA UTARA,SERDANG BEDAGAI,1218,Usia 16-18tahun,"3,961","4,750"
SUMATERA UTARA,BATU BARA,1219,Usia 7-12tahun,"28,833","1,968"
SUMATERA UTARA,BATU BARA,1219,Usia 13-15tahun,"11,035","2,203"
SUMATERA UTARA,BATU BARA,1219,Usia 16-18tahun,"5,076","5,890"
SUMATERA UTARA,PADANG LAWAS UTARA,1220,Usia 7-12tahun,"12,744","1,243"
SUMATERA UTARA,PADANG LAWAS UTARA,1220,Usia 13-15tahun,"3,969",837
SUMATERA UTARA,PADANG LAWAS UTARA,1220,Usia 16-18tahun,"1,736","1,778"
SUMATERA UTARA,PADANG LAWAS,1221,Usia 7-12tahun,"17,047","1,661"
SUMATERA UTARA,PADANG LAWAS,1221,Usia 13-15tahun,"6,202","1,127"
SUMATERA UTARA,PADANG LAWAS,1221,Usia 16-18tahun,"3,341","2,585"
SUMATERA UTARA,LABUHAN BATU SELATAN,1222,Usia 7-12tahun,"7,638",971
SUMATERA UTARA,LABUHAN BATU SELATAN,1222,Usia 13-15tahun,"3,025",630
SUMATERA UTARA,LABUHAN BATU SELATAN,1222,Usia 16-18tahun,"1,411","1,435"
SUMATERA UTARA,LABUHAN BATU UTARA,1223,Usia 7-12tahun,"15,521","1,745"
SUMATERA UTARA,LABUHAN BATU UTARA,1223,Usia 13-15tahun,"5,940","1,062"
SUMATERA UTARA,LABUHAN BATU UTARA,1223,Usia 16-18tahun,"2,484","2,663"
SUMATERA UTARA,NIAS UTARA,1224,Usia 7-12tahun,"20,241","2,334"
SUMATERA UTARA,NIAS UTARA,1224,Usia 13-15tahun,"8,106","1,208"
SUMATERA UTARA,NIAS UTARA,1224,Usia 16-18tahun,"4,951","2,750"
SUMATERA UTARA,NIAS BARAT,1225,Usia 7-12tahun,"12,362","1,136"
SUMATERA UTARA,NIAS BARAT,1225,Usia 13-15tahun,"4,963",611
SUMATERA UTARA,NIAS BARAT,1225,Usia 16-18tahun,"3,161","1,775"
SUMATERA UTARA,KOTA SIBOLGA,1271,Usia 7-12tahun,"5,062",247
SUMATERA UTARA,KOTA SIBOLGA,1271,Usia 13-15tahun,"1,994",163
SUMATERA UTARA,KOTA SIBOLGA,1271,Usia 16-18tahun,"1,033",602
SUMATERA UTARA,KOTA TANJUNG BALAI,1272,Usia 7-12tahun,"11,042","1,110"
SUMATERA UTARA,KOTA TANJUNG BALAI,1272,Usia 13-15tahun,"4,670",712
SUMATERA UTARA,KOTA TANJUNG BALAI,1272,Usia 16-18tahun,"2,608","2,433"
SUMATERA UTARA,KOTA PEMATANG SIANTAR,1273,Usia 7-12tahun,"11,105",417
SUMATERA UTARA,KOTA PEMATANG SIANTAR,1273,Usia 13-15tahun,"4,991",257
SUMATERA UTARA,KOTA PEMATANG SIANTAR,1273,Usia 16-18tahun,"2,845","1,831"
SUMATERA UTARA,KOTA TEBING TINGGI,1274,Usia 7-12tahun,"6,539",839
SUMATERA UTARA,KOTA TEBING TINGGI,1274,Usia 13-15tahun,"2,769",448
SUMATERA UTARA,KOTA TEBING TINGGI,1274,Usia 16-18tahun,"1,257","1,258"
SUMATERA UTARA,KOTA MEDAN,1275,Usia 7-12tahun,"72,651","3,481"
SUMATERA UTARA,KOTA MEDAN,1275,Usia 13-15tahun,"32,128","2,856"
SUMATERA UTARA,KOTA MEDAN,1275,Usia 16-18tahun,"15,058","13,440"
SUMATERA UTARA,KOTA BINJAI,1276,Usia 7-12tahun,"8,938",451
SUMATERA UTARA,KOTA BINJAI,1276,Usia 13-15tahun,"3,819",348
SUMATERA UTARA,KOTA BINJAI,1276,Usia 16-18tahun,"1,854","1,924"
SUMATERA UTARA,KOTA PADANGSIDIMPUAN,1277,Usia 7-12tahun,"8,248",468
SUMATERA UTARA,KOTA PADANGSIDIMPUAN,1277,Usia 13-15tahun,"3,406",353
SUMATERA UTARA,KOTA PADANGSIDIMPUAN,1277,Usia 16-18tahun,"2,223","1,219"
SUMATERA UTARA,KOTA GUNUNGSITOLI,1278,Usia 7-12tahun,"12,873","1,127"
SUMATERA UTARA,KOTA GUNUNGSITOLI,1278,Usia 13-15tahun,"4,634",462
SUMATERA UTARA,KOTA GUNUNGSITOLI,1278,Usia 16-18tahun,"2,591","1,547"
SUMATERA BARAT,KEPULAUAN MENTAWAI,1301,Usia 7-12tahun,"7,211","2,180"
SUMATERA BARAT,KEPULAUAN MENTAWAI,1301,Usia 13-15tahun,"2,674",773
SUMATERA BARAT,KEPULAUAN MENTAWAI,1301,Usia 16-18tahun,"1,319","1,256"
SUMATERA BARAT,PESISIR SELATAN,1302,Usia 7-12tahun,"28,221","2,494"
SUMATERA BARAT,PESISIR SELATAN,1302,Usia 13-15tahun,"13,252","1,164"
SUMATERA BARAT,PESISIR SELATAN,1302,Usia 16-18tahun,"7,982","4,493"
SUMATERA BARAT,SOLOK,1303,Usia 7-12tahun,"22,152","2,104"
SUMATERA BARAT,SOLOK,1303,Usia 13-15tahun,"9,623","1,534"
SUMATERA BARAT,SOLOK,1303,Usia 16-18tahun,"5,325","4,129"
SUMATERA BARAT,SIJUNJUNG,1304,Usia 7-12tahun,"8,562","1,188"
SUMATERA BARAT,SIJUNJUNG,1304,Usia 13-15tahun,"3,205",782
SUMATERA BARAT,SIJUNJUNG,1304,Usia 16-18tahun,"1,136","1,385"
SUMATERA BARAT,TANAH DATAR,1305,Usia 7-12tahun,"14,092","1,429"
SUMATERA BARAT,TANAH DATAR,1305,Usia 13-15tahun,"6,481",774
SUMATERA BARAT,TANAH DATAR,1305,Usia 16-18tahun,"3,450","1,940"
SUMATERA BARAT,PADANG PARIAMAN,1306,Usia 7-12tahun,"21,566","2,039"
SUMATERA BARAT,PADANG PARIAMAN,1306,Usia 13-15tahun,"10,049","1,137"
SUMATERA BARAT,PADANG PARIAMAN,1306,Usia 16-18tahun,"5,286","3,123"
SUMATERA BARAT,AGAM,1307,Usia 7-12tahun,"16,332","1,404"
SUMATERA BARAT,AGAM,1307,Usia 13-15tahun,"6,915",990
SUMATERA BARAT,AGAM,1307,Usia 16-18tahun,"3,296","2,378"
SUMATERA BARAT,LIMA PULUH KOTA,1308,Usia 7-12tahun,"18,594","1,863"
SUMATERA BARAT,LIMA PULUH KOTA,1308,Usia 13-15tahun,"7,888","1,183"
SUMATERA BARAT,LIMA PULUH KOTA,1308,Usia 16-18tahun,"4,058","2,921"
SUMATERA BARAT,PASAMAN,1309,Usia 7-12tahun,"19,036","2,636"
SUMATERA BARAT,PASAMAN,1309,Usia 13-15tahun,"7,850","1,437"
SUMATERA BARAT,PASAMAN,1309,Usia 16-18tahun,"4,082","3,121"
SUMATERA BARAT,SOLOK SELATAN,1310,Usia 7-12tahun,"7,239",711
SUMATERA BARAT,SOLOK SELATAN,1310,Usia 13-15tahun,"3,503",459
SUMATERA BARAT,SOLOK SELATAN,1310,Usia 16-18tahun,"2,114","1,223"
SUMATERA BARAT,DHARMASRAYA,1311,Usia 7-12tahun,"4,507",783
SUMATERA BARAT,DHARMASRAYA,1311,Usia 13-15tahun,"1,956",524
SUMATERA BARAT,DHARMASRAYA,1311,Usia 16-18tahun,649,903
SUMATERA BARAT,PASAMAN BARAT,1312,Usia 7-12tahun,"25,800","3,202"
SUMATERA BARAT,PASAMAN BARAT,1312,Usia 13-15tahun,"10,630","1,677"
SUMATERA BARAT,PASAMAN BARAT,1312,Usia 16-18tahun,"6,172","4,519"
SUMATERA BARAT,KOTA PADANG,1371,Usia 7-12tahun,"30,318","2,592"
SUMATERA BARAT,KOTA PADANG,1371,Usia 13-15tahun,"14,343","1,280"
SUMATERA BARAT,KOTA PADANG,1371,Usia 16-18tahun,"8,516","4,839"
SUMATERA BARAT,KOTA SOLOK,1372,Usia 7-12tahun,"1,950",123
SUMATERA BARAT,KOTA SOLOK,1372,Usia 13-15tahun,885,97
SUMATERA BARAT,KOTA SOLOK,1372,Usia 16-18tahun,498,301
SUMATERA BARAT,KOTA SAWAH LUNTO,1373,Usia 7-12tahun,"1,014",123
SUMATERA BARAT,KOTA SAWAH LUNTO,1373,Usia 13-15tahun,422,84
SUMATERA BARAT,KOTA SAWAH LUNTO,1373,Usia 16-18tahun,174,137
SUMATERA BARAT,KOTA PADANG PANJANG,1374,Usia 7-12tahun,"1,427",216
SUMATERA BARAT,KOTA PADANG PANJANG,1374,Usia 13-15tahun,611,74
SUMATERA BARAT,KOTA PADANG PANJANG,1374,Usia 16-18tahun,298,148
SUMATERA BARAT,KOTA BUKITTINGGI,1375,Usia 7-12tahun,"2,825",258
SUMATERA BARAT,KOTA BUKITTINGGI,1375,Usia 13-15tahun,"1,202",133
SUMATERA BARAT,KOTA BUKITTINGGI,1375,Usia 16-18tahun,737,340
SUMATERA BARAT,KOTA PAYAKUMBUH,1376,Usia 7-12tahun,"4,893",257
SUMATERA BARAT,KOTA PAYAKUMBUH,1376,Usia 13-15tahun,"2,048",221
SUMATERA BARAT,KOTA PAYAKUMBUH,1376,Usia 16-18tahun,"1,072",646
SUMATERA BARAT,KOTA PARIAMAN,1377,Usia 7-12tahun,"3,763",172
SUMATERA BARAT,KOTA PARIAMAN,1377,Usia 13-15tahun,"1,703",131
SUMATERA BARAT,KOTA PARIAMAN,1377,Usia 16-18tahun,963,493
RIAU,KUANTAN SINGINGI,1401,Usia 7-12tahun,"10,234",934
RIAU,KUANTAN SINGINGI,1401,Usia 13-15tahun,"4,110",755
RIAU,KUANTAN SINGINGI,1401,Usia 16-18tahun,"2,141","1,839"
RIAU,INDRAGIRI HULU,1402,Usia 7-12tahun,"18,975","3,038"
RIAU,INDRAGIRI HULU,1402,Usia 13-15tahun,"7,691","1,667"
RIAU,INDRAGIRI HULU,1402,Usia 16-18tahun,"4,101","3,967"
RIAU,INDRAGIRI HILIR,1403,Usia 7-12tahun,"22,943","3,899"
RIAU,INDRAGIRI HILIR,1403,Usia 13-15tahun,"8,748","3,366"
RIAU,INDRAGIRI HILIR,1403,Usia 16-18tahun,"3,839","6,166"
RIAU,PELALAWAN,1404,Usia 7-12tahun,"12,081","1,762"
RIAU,PELALAWAN,1404,Usia 13-15tahun,"4,665",884
RIAU,PELALAWAN,1404,Usia 16-18tahun,"2,271","2,153"
RIAU,S I A K,1405,Usia 7-12tahun,"13,355","1,533"
RIAU,S I A K,1405,Usia 13-15tahun,"5,734",717
RIAU,S I A K,1405,Usia 16-18tahun,"3,051","2,238"
RIAU,KAMPAR,1406,Usia 7-12tahun,"35,685","3,594"
RIAU,KAMPAR,1406,Usia 13-15tahun,"15,022","1,534"
RIAU,KAMPAR,1406,Usia 16-18tahun,"8,809","5,258"
RIAU,ROKAN HULU,1407,Usia 7-12tahun,"15,871","2,531"
RIAU,ROKAN HULU,1407,Usia 13-15tahun,"6,099","1,509"
RIAU,ROKAN HULU,1407,Usia 16-18tahun,"3,292","3,216"
RIAU,BENGKALIS,1408,Usia 7-12tahun,"16,382","2,224"
RIAU,BENGKALIS,1408,Usia 13-15tahun,"6,883","1,415"
RIAU,BENGKALIS,1408,Usia 16-18tahun,"3,468","3,605"
RIAU,ROKAN HILIR,1409,Usia 7-12tahun,"33,942","3,108"
RIAU,ROKAN HILIR,1409,Usia 13-15tahun,"13,718","2,379"
RIAU,ROKAN HILIR,1409,Usia 16-18tahun,"7,152","6,573"
RIAU,KEPULAUAN MERANTI,1410,Usia 7-12tahun,"12,735","1,879"
RIAU,KEPULAUAN MERANTI,1410,Usia 13-15tahun,"5,949",990
RIAU,KEPULAUAN MERANTI,1410,Usia 16-18tahun,"3,412","2,895"
RIAU,KOTA PEKANBARU,1471,Usia 7-12tahun,"21,320","1,878"
RIAU,KOTA PEKANBARU,1471,Usia 13-15tahun,"8,697",742
RIAU,KOTA PEKANBARU,1471,Usia 16-18tahun,"4,011","2,540"
RIAU,KOTA DUMAI,1473,Usia 7-12tahun,"11,027","1,029"
RIAU,KOTA DUMAI,1473,Usia 13-15tahun,"4,838",478
RIAU,KOTA DUMAI,1473,Usia 16-18tahun,"2,404","1,998"
JAMBI,KERINCI,1501,Usia 7-12tahun,"10,111",876
JAMBI,KERINCI,1501,Usia 13-15tahun,"4,701",616
JAMBI,KERINCI,1501,Usia 16-18tahun,"2,595","1,834"
JAMBI,MERANGIN,1502,Usia 7-12tahun,"11,004","1,718"
JAMBI,MERANGIN,1502,Usia 13-15tahun,"4,244","1,614"
JAMBI,MERANGIN,1502,Usia 16-18tahun,"2,038","3,233"
JAMBI,SAROLANGUN,1503,Usia 7-12tahun,"12,183","1,458"
JAMBI,SAROLANGUN,1503,Usia 13-15tahun,"4,692","1,238"
JAMBI,SAROLANGUN,1503,Usia 16-18tahun,"2,262","2,690"
JAMBI,BATANG HARI,1504,Usia 7-12tahun,"11,097","1,547"
JAMBI,BATANG HARI,1504,Usia 13-15tahun,"4,261","1,041"
JAMBI,BATANG HARI,1504,Usia 16-18tahun,"2,193","2,397"
JAMBI,MUARO JAMBI,1505,Usia 7-12tahun,"10,388","1,453"
JAMBI,MUARO JAMBI,1505,Usia 13-15tahun,"4,468",853
JAMBI,MUARO JAMBI,1505,Usia 16-18tahun,"2,234","2,090"
JAMBI,TANJUNG JABUNG TIMUR,1506,Usia 7-12tahun,"8,027","1,121"
JAMBI,TANJUNG JABUNG TIMUR,1506,Usia 13-15tahun,"3,223",852
JAMBI,TANJUNG JABUNG TIMUR,1506,Usia 16-18tahun,"1,548","1,920"
JAMBI,TANJUNG JABUNG BARAT,1507,Usia 7-12tahun,"13,144","1,506"
JAMBI,TANJUNG JABUNG BARAT,1507,Usia 13-15tahun,"5,443","1,066"
JAMBI,TANJUNG JABUNG BARAT,1507,Usia 16-18tahun,"2,658","2,939"
JAMBI,TEBO,1508,Usia 7-12tahun,"9,568","1,214"
JAMBI,TEBO,1508,Usia 13-15tahun,"3,806","1,048"
JAMBI,TEBO,1508,Usia 16-18tahun,"1,781","2,471"
JAMBI,BUNGO,1509,Usia 7-12tahun,"10,033","1,352"
JAMBI,BUNGO,1509,Usia 13-15tahun,"4,059","1,018"
JAMBI,BUNGO,1509,Usia 16-18tahun,"1,723","2,300"
JAMBI,KOTA JAMBI,1571,Usia 7-12tahun,"17,559","1,190"
JAMBI,KOTA JAMBI,1571,Usia 13-15tahun,"8,512",725
JAMBI,KOTA JAMBI,1571,Usia 16-18tahun,"4,626","3,465"
JAMBI,KOTA SUNGAI PENUH,1572,Usia 7-12tahun,"2,586",219
JAMBI,KOTA SUNGAI PENUH,1572,Usia 13-15tahun,"1,352",100
JAMBI,KOTA SUNGAI PENUH,1572,Usia 16-18tahun,743,467
SUMATERA SELATAN,OGAN KOMERING ULU,1601,Usia 7-12tahun,"11,945","1,280"
SUMATERA SELATAN,OGAN KOMERING ULU,1601,Usia 13-15tahun,"5,332","1,158"
SUMATERA SELATAN,OGAN KOMERING ULU,1601,Usia 16-18tahun,"2,499","3,115"
SUMATERA SELATAN,OGAN KOMERING ILIR,1602,Usia 7-12tahun,"35,933","5,113"
SUMATERA SELATAN,OGAN KOMERING ILIR,1602,Usia 13-15tahun,"13,464","4,854"
SUMATERA SELATAN,OGAN KOMERING ILIR,1602,Usia 16-18tahun,"5,743","9,479"
SUMATERA SELATAN,MUARA ENIM,1603,Usia 7-12tahun,"31,405","3,511"
SUMATERA SELATAN,MUARA ENIM,1603,Usia 13-15tahun,"12,179","2,677"
SUMATERA SELATAN,MUARA ENIM,1603,Usia 16-18tahun,"5,859","6,511"
SUMATERA SELATAN,LAHAT,1604,Usia 7-12tahun,"20,807","1,434"
SUMATERA SELATAN,LAHAT,1604,Usia 13-15tahun,"8,867","1,058"
SUMATERA SELATAN,LAHAT,1604,Usia 16-18tahun,"4,596","3,781"
SUMATERA SELATAN,MUSI RAWAS,1605,Usia 7-12tahun,"19,506","2,320"
SUMATERA SELATAN,MUSI RAWAS,1605,Usia 13-15tahun,"7,693","1,825"
SUMATERA SELATAN,MUSI RAWAS,1605,Usia 16-18tahun,"3,164","4,679"
SUMATERA SELATAN,MUSI BANYUASIN,1606,Usia 7-12tahun,"26,132","3,285"
SUMATERA SELATAN,MUSI BANYUASIN,1606,Usia 13-15tahun,"10,832","2,169"
