Provinsi,NamaKab/Kota,KodeKab/Kota,Usia,Jumlah Anak yang Bersekolah,Jumlah Anak yang Tidak Bersekolah
SUMATERA SELATAN,MUSI BANYUASIN,1606,Usia 16-18tahun,"5,498","5,557"
SUMATERA SELATAN,BANYU ASIN,1607,Usia 7-12tahun,"41,943","6,692"
SUMATERA SELATAN,BANYU ASIN,1607,Usia 13-15tahun,"16,657","5,680"
SUMATERA SELATAN,BANYU ASIN,1607,Usia 16-18tahun,"7,742","11,577"
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Usia 7-12tahun,"21,685","2,223"
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Usia 13-15tahun,"8,903","1,493"
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Usia 16-18tahun,"4,573","4,407"
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Usia 7-12tahun,"18,892","2,265"
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Usia 13-15tahun,"7,799","1,576"
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Usia 16-18tahun,"3,144","3,947"
SUMATERA SELATAN,OGAN ILIR,1610,Usia 7-12tahun,"23,286","2,736"
SUMATERA SELATAN,OGAN ILIR,1610,Usia 13-15tahun,"9,324","2,646"
SUMATERA SELATAN,OGAN ILIR,1610,Usia 16-18tahun,"4,584","5,810"
SUMATERA SELATAN,EMPAT LAWANG,1611,Usia 7-12tahun,"11,584",982
SUMATERA SELATAN,EMPAT LAWANG,1611,Usia 13-15tahun,"4,821",845
SUMATERA SELATAN,EMPAT LAWANG,1611,Usia 16-18tahun,"2,589","2,693"
SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,1612,Usia 7-12tahun,"10,622","1,765"
SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,1612,Usia 13-15tahun,"4,243","1,165"
SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,1612,Usia 16-18tahun,"2,224","2,343"
SUMATERA SELATAN,MUSI RAWAS UTARA,1613,Usia 7-12tahun,"8,662","1,095"
SUMATERA SELATAN,MUSI RAWAS UTARA,1613,Usia 13-15tahun,"3,778",826
SUMATERA SELATAN,MUSI RAWAS UTARA,1613,Usia 16-18tahun,"1,746","2,112"
SUMATERA SELATAN,KOTA PALEMBANG,1671,Usia 7-12tahun,"53,001","4,547"
SUMATERA SELATAN,KOTA PALEMBANG,1671,Usia 13-15tahun,"24,262","3,043"
SUMATERA SELATAN,KOTA PALEMBANG,1671,Usia 16-18tahun,"11,872","10,778"
SUMATERA SELATAN,KOTA PRABUMULIH,1672,Usia 7-12tahun,"6,295",598
SUMATERA SELATAN,KOTA PRABUMULIH,1672,Usia 13-15tahun,"2,390",462
SUMATERA SELATAN,KOTA PRABUMULIH,1672,Usia 16-18tahun,"1,122","1,132"
SUMATERA SELATAN,KOTA PAGAR ALAM,1673,Usia 7-12tahun,"4,907",328
SUMATERA SELATAN,KOTA PAGAR ALAM,1673,Usia 13-15tahun,"2,159",287
SUMATERA SELATAN,KOTA PAGAR ALAM,1673,Usia 16-18tahun,954,"1,137"
SUMATERA SELATAN,KOTA LUBUKLINGGAU,1674,Usia 7-12tahun,"6,744",587
SUMATERA SELATAN,KOTA LUBUKLINGGAU,1674,Usia 13-15tahun,"3,055",586
SUMATERA SELATAN,KOTA LUBUKLINGGAU,1674,Usia 16-18tahun,"1,497","1,729"
BENGKULU,BENGKULU SELATAN,1701,Usia 7-12tahun,"6,579",537
BENGKULU,BENGKULU SELATAN,1701,Usia 13-15tahun,"2,682",260
BENGKULU,BENGKULU SELATAN,1701,Usia 16-18tahun,"1,377",952
BENGKULU,REJANG LEBONG,1702,Usia 7-12tahun,"11,713","1,306"
BENGKULU,REJANG LEBONG,1702,Usia 13-15tahun,"4,752","1,142"
BENGKULU,REJANG LEBONG,1702,Usia 16-18tahun,"2,380","2,974"
BENGKULU,BENGKULU UTARA,1703,Usia 7-12tahun,"12,198","1,638"
BENGKULU,BENGKULU UTARA,1703,Usia 13-15tahun,"4,596","1,048"
BENGKULU,BENGKULU UTARA,1703,Usia 16-18tahun,"2,195","2,582"
BENGKULU,KAUR,1704,Usia 7-12tahun,"7,375",366
BENGKULU,KAUR,1704,Usia 13-15tahun,"2,902",318
BENGKULU,KAUR,1704,Usia 16-18tahun,"1,568","1,112"
BENGKULU,SELUMA,1705,Usia 7-12tahun,"10,134",979
BENGKULU,SELUMA,1705,Usia 13-15tahun,"4,077",705
BENGKULU,SELUMA,1705,Usia 16-18tahun,"1,781","2,083"
BENGKULU,MUKOMUKO,1706,Usia 7-12tahun,"7,327",781
BENGKULU,MUKOMUKO,1706,Usia 13-15tahun,"3,067",469
BENGKULU,MUKOMUKO,1706,Usia 16-18tahun,"1,678","1,474"
BENGKULU,LEBONG,1707,Usia 7-12tahun,"5,118",421
BENGKULU,LEBONG,1707,Usia 13-15tahun,"2,227",418
BENGKULU,LEBONG,1707,Usia 16-18tahun,"1,129","1,149"
BENGKULU,KEPAHIANG,1708,Usia 7-12tahun,"5,220",547
BENGKULU,KEPAHIANG,1708,Usia 13-15tahun,"1,988",432
BENGKULU,KEPAHIANG,1708,Usia 16-18tahun,927,"1,259"
BENGKULU,BENGKULU TENGAH,1709,Usia 7-12tahun,"5,793",987
BENGKULU,BENGKULU TENGAH,1709,Usia 13-15tahun,"2,260",529
BENGKULU,BENGKULU TENGAH,1709,Usia 16-18tahun,"1,225","1,437"
BENGKULU,KOTA BENGKULU,1771,Usia 7-12tahun,"11,227","1,260"
BENGKULU,KOTA BENGKULU,1771,Usia 13-15tahun,"5,262",440
BENGKULU,KOTA BENGKULU,1771,Usia 16-18tahun,"3,435","1,735"
LAMPUNG,LAMPUNG BARAT,1801,Usia 7-12tahun,"15,092","2,032"
LAMPUNG,LAMPUNG BARAT,1801,Usia 13-15tahun,"6,141","1,053"
LAMPUNG,LAMPUNG BARAT,1801,Usia 16-18tahun,"3,166","3,343"
LAMPUNG,TANGGAMUS,1802,Usia 7-12tahun,"33,251","4,023"
LAMPUNG,TANGGAMUS,1802,Usia 13-15tahun,"14,349","3,099"
LAMPUNG,TANGGAMUS,1802,Usia 16-18tahun,"6,568","8,690"
LAMPUNG,LAMPUNG SELATAN,1803,Usia 7-12tahun,"59,921","6,750"
LAMPUNG,LAMPUNG SELATAN,1803,Usia 13-15tahun,"25,975","4,794"
LAMPUNG,LAMPUNG SELATAN,1803,Usia 16-18tahun,"11,589","14,674"
LAMPUNG,LAMPUNG TIMUR,1804,Usia 7-12tahun,"44,508","5,490"
LAMPUNG,LAMPUNG TIMUR,1804,Usia 13-15tahun,"20,142","4,012"
LAMPUNG,LAMPUNG TIMUR,1804,Usia 16-18tahun,"7,948","10,950"
LAMPUNG,LAMPUNG TENGAH,1805,Usia 7-12tahun,"49,529","5,999"
LAMPUNG,LAMPUNG TENGAH,1805,Usia 13-15tahun,"20,470","5,206"
LAMPUNG,LAMPUNG TENGAH,1805,Usia 16-18tahun,"8,104","13,320"
LAMPUNG,LAMPUNG UTARA,1806,Usia 7-12tahun,"36,843","4,123"
LAMPUNG,LAMPUNG UTARA,1806,Usia 13-15tahun,"15,633","2,999"
LAMPUNG,LAMPUNG UTARA,1806,Usia 16-18tahun,"7,111","8,630"
LAMPUNG,WAY KANAN,1807,Usia 7-12tahun,"21,659","2,550"
LAMPUNG,WAY KANAN,1807,Usia 13-15tahun,"9,120","1,822"
LAMPUNG,WAY KANAN,1807,Usia 16-18tahun,"4,246","5,175"
LAMPUNG,TULANGBAWANG,1808,Usia 7-12tahun,"19,261","2,473"
LAMPUNG,TULANGBAWANG,1808,Usia 13-15tahun,"7,926","2,180"
LAMPUNG,TULANGBAWANG,1808,Usia 16-18tahun,"3,204","5,191"
LAMPUNG,PESAWARAN,1809,Usia 7-12tahun,"28,254","2,951"
LAMPUNG,PESAWARAN,1809,Usia 13-15tahun,"12,302","2,445"
LAMPUNG,PESAWARAN,1809,Usia 16-18tahun,"5,144","7,456"
LAMPUNG,PRINGSEWU,1810,Usia 7-12tahun,"16,304","1,980"
LAMPUNG,PRINGSEWU,1810,Usia 13-15tahun,"7,546","1,349"
LAMPUNG,PRINGSEWU,1810,Usia 16-18tahun,"3,452","4,377"
LAMPUNG,MESUJI,1811,Usia 7-12tahun,"8,873","1,367"
LAMPUNG,MESUJI,1811,Usia 13-15tahun,"3,597","1,104"
LAMPUNG,MESUJI,1811,Usia 16-18tahun,"1,416","2,553"
LAMPUNG,TULANG BAWANG BARAT,1812,Usia 7-12tahun,"9,882","1,358"
LAMPUNG,TULANG BAWANG BARAT,1812,Usia 13-15tahun,"3,770","1,147"
LAMPUNG,TULANG BAWANG BARAT,1812,Usia 16-18tahun,"1,331","2,714"
LAMPUNG,PESISIR BARAT,1813,Usia 7-12tahun,"11,358","1,210"
LAMPUNG,PESISIR BARAT,1813,Usia 13-15tahun,"4,853",551
LAMPUNG,PESISIR BARAT,1813,Usia 16-18tahun,"2,801","2,133"
LAMPUNG,KOTA BANDAR LAMPUNG,1871,Usia 7-12tahun,"41,636","4,067"
LAMPUNG,KOTA BANDAR LAMPUNG,1871,Usia 13-15tahun,"19,936","2,214"
LAMPUNG,KOTA BANDAR LAMPUNG,1871,Usia 16-18tahun,"10,855","8,230"
LAMPUNG,KOTA METRO,1872,Usia 7-12tahun,"3,747",410
LAMPUNG,KOTA METRO,1872,Usia 13-15tahun,"1,954",149
LAMPUNG,KOTA METRO,1872,Usia 16-18tahun,"1,053",788
KEPULAUAN BANGKA BELITUNG,BANGKA,1901,Usia 7-12tahun,"6,304",688
KEPULAUAN BANGKA BELITUNG,BANGKA,1901,Usia 13-15tahun,"2,626",652
KEPULAUAN BANGKA BELITUNG,BANGKA,1901,Usia 16-18tahun,"1,332","1,630"
KEPULAUAN BANGKA BELITUNG,BELITUNG,1902,Usia 7-12tahun,"2,935",267
KEPULAUAN BANGKA BELITUNG,BELITUNG,1902,Usia 13-15tahun,"1,341",392
KEPULAUAN BANGKA BELITUNG,BELITUNG,1902,Usia 16-18tahun,630,"1,035"
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,1903,Usia 7-12tahun,"3,599",708
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,1903,Usia 13-15tahun,"1,209",586
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,1903,Usia 16-18tahun,429,"1,003"
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,1904,Usia 7-12tahun,"4,508",592
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,1904,Usia 13-15tahun,"1,722",596
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,1904,Usia 16-18tahun,812,"1,222"
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,1905,Usia 7-12tahun,"2,959",681
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,1905,Usia 13-15tahun,"1,212",501
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,1905,Usia 16-18tahun,590,"1,008"
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,1906,Usia 7-12tahun,"2,356",227
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,1906,Usia 13-15tahun,"1,075",289
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,1906,Usia 16-18tahun,484,705
KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,1971,Usia 7-12tahun,"3,613",352
KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,1971,Usia 13-15tahun,"1,746",312
KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,1971,Usia 16-18tahun,836,"1,020"
KEPULAUAN RIAU,KARIMUN,2101,Usia 7-12tahun,"6,081",847
KEPULAUAN RIAU,KARIMUN,2101,Usia 13-15tahun,"2,909",597
KEPULAUAN RIAU,KARIMUN,2101,Usia 16-18tahun,"1,593","1,585"
KEPULAUAN RIAU,BINTAN,2102,Usia 7-12tahun,"4,300",527
KEPULAUAN RIAU,BINTAN,2102,Usia 13-15tahun,"1,742",248
KEPULAUAN RIAU,BINTAN,2102,Usia 16-18tahun,980,680
KEPULAUAN RIAU,NATUNA,2103,Usia 7-12tahun,"1,609",249
KEPULAUAN RIAU,NATUNA,2103,Usia 13-15tahun,736,76
KEPULAUAN RIAU,NATUNA,2103,Usia 16-18tahun,432,201
KEPULAUAN RIAU,LINGGA,2104,Usia 7-12tahun,"2,824",574
KEPULAUAN RIAU,LINGGA,2104,Usia 13-15tahun,"1,071",343
KEPULAUAN RIAU,LINGGA,2104,Usia 16-18tahun,620,609
KEPULAUAN RIAU,KEPULAUAN ANAMBAS,2105,Usia 7-12tahun,631,122
KEPULAUAN RIAU,KEPULAUAN ANAMBAS,2105,Usia 13-15tahun,282,62
KEPULAUAN RIAU,KEPULAUAN ANAMBAS,2105,Usia 16-18tahun,173,101
KEPULAUAN RIAU,KOTA BATAM,2171,Usia 7-12tahun,"28,605","3,716"
KEPULAUAN RIAU,KOTA BATAM,2171,Usia 13-15tahun,"9,790",793
KEPULAUAN RIAU,KOTA BATAM,2171,Usia 16-18tahun,"4,748","2,152"
KEPULAUAN RIAU,KOTA TANJUNG PINANG,2172,Usia 7-12tahun,"5,632",567
KEPULAUAN RIAU,KOTA TANJUNG PINANG,2172,Usia 13-15tahun,"2,452",140
KEPULAUAN RIAU,KOTA TANJUNG PINANG,2172,Usia 16-18tahun,"1,476",759
DKI JAKARTA,KEPULAUAN SERIBU,3101,Usia 7-12tahun,883,111
DKI JAKARTA,KEPULAUAN SERIBU,3101,Usia 13-15tahun,466,32
DKI JAKARTA,KEPULAUAN SERIBU,3101,Usia 16-18tahun,289,171
DKI JAKARTA,KOTA JAKARTA SELATAN,3171,Usia 7-12tahun,"19,473","2,360"
DKI JAKARTA,KOTA JAKARTA SELATAN,3171,Usia 13-15tahun,"10,266",887
DKI JAKARTA,KOTA JAKARTA SELATAN,3171,Usia 16-18tahun,"5,298","3,735"
DKI JAKARTA,KOTA JAKARTA TIMUR,3172,Usia 7-12tahun,"31,134","4,341"
DKI JAKARTA,KOTA JAKARTA TIMUR,3172,Usia 13-15tahun,"17,181","1,667"
DKI JAKARTA,KOTA JAKARTA TIMUR,3172,Usia 16-18tahun,"9,202","7,105"
DKI JAKARTA,KOTA JAKARTA PUSAT,3173,Usia 7-12tahun,"14,380","1,791"
DKI JAKARTA,KOTA JAKARTA PUSAT,3173,Usia 13-15tahun,"7,867",940
DKI JAKARTA,KOTA JAKARTA PUSAT,3173,Usia 16-18tahun,"3,963","4,068"
DKI JAKARTA,KOTA JAKARTA BARAT,3174,Usia 7-12tahun,"25,300","4,024"
DKI JAKARTA,KOTA JAKARTA BARAT,3174,Usia 13-15tahun,"13,273","1,707"
DKI JAKARTA,KOTA JAKARTA BARAT,3174,Usia 16-18tahun,"6,590","6,385"
DKI JAKARTA,KOTA JAKARTA UTARA,3175,Usia 7-12tahun,"33,640","5,295"
DKI JAKARTA,KOTA JAKARTA UTARA,3175,Usia 13-15tahun,"17,563","1,821"
DKI JAKARTA,KOTA JAKARTA UTARA,3175,Usia 16-18tahun,"9,100","7,975"
JAWA BARAT,BOGOR,3201,Usia 7-12tahun,"156,084","22,125"
JAWA BARAT,BOGOR,3201,Usia 13-15tahun,"67,531","29,527"
JAWA BARAT,BOGOR,3201,Usia 16-18tahun,"25,942","60,326"
JAWA BARAT,SUKABUMI,3202,Usia 7-12tahun,"121,118","15,675"
JAWA BARAT,SUKABUMI,3202,Usia 13-15tahun,"53,903","14,668"
JAWA BARAT,SUKABUMI,3202,Usia 16-18tahun,"16,271","36,282"
JAWA BARAT,CIANJUR,3203,Usia 7-12tahun,"124,217","19,591"
JAWA BARAT,CIANJUR,3203,Usia 13-15tahun,"50,034","18,936"
JAWA BARAT,CIANJUR,3203,Usia 16-18tahun,"16,216","41,851"
JAWA BARAT,BANDUNG,3204,Usia 7-12tahun,"162,058","20,444"
JAWA BARAT,BANDUNG,3204,Usia 13-15tahun,"65,989","19,242"
JAWA BARAT,BANDUNG,3204,Usia 16-18tahun,"23,137","46,676"
JAWA BARAT,GARUT,3205,Usia 7-12tahun,"173,552","20,176"
JAWA BARAT,GARUT,3205,Usia 13-15tahun,"71,577","19,885"
JAWA BARAT,GARUT,3205,Usia 16-18tahun,"25,489","50,221"
JAWA BARAT,TASIKMALAYA,3206,Usia 7-12tahun,"87,186","12,527"
JAWA BARAT,TASIKMALAYA,3206,Usia 13-15tahun,"36,502","10,334"
JAWA BARAT,TASIKMALAYA,3206,Usia 16-18tahun,"13,017","25,924"
JAWA BARAT,CIAMIS,3207,Usia 7-12tahun,"49,573","6,479"
JAWA BARAT,CIAMIS,3207,Usia 13-15tahun,"22,297","4,961"
JAWA BARAT,CIAMIS,3207,Usia 16-18tahun,"8,922","14,751"
JAWA BARAT,KUNINGAN,3208,Usia 7-12tahun,"45,511","5,313"
JAWA BARAT,KUNINGAN,3208,Usia 13-15tahun,"19,078","5,094"
JAWA BARAT,KUNINGAN,3208,Usia 16-18tahun,"7,464","13,494"
JAWA BARAT,CIREBON,3209,Usia 7-12tahun,"105,853","13,443"
JAWA BARAT,CIREBON,3209,Usia 13-15tahun,"49,991","12,650"
JAWA BARAT,CIREBON,3209,Usia 16-18tahun,"23,428","35,211"
JAWA BARAT,MAJALENGKA,3210,Usia 7-12tahun,"46,953","6,137"
JAWA BARAT,MAJALENGKA,3210,Usia 13-15tahun,"20,340","5,274"
JAWA BARAT,MAJALENGKA,3210,Usia 16-18tahun,"7,974","14,227"
JAWA BARAT,SUMEDANG,3211,Usia 7-12tahun,"32,206","4,536"
JAWA BARAT,SUMEDANG,3211,Usia 13-15tahun,"13,999","3,307"
JAWA BARAT,SUMEDANG,3211,Usia 16-18tahun,"4,063","8,167"
JAWA BARAT,INDRAMAYU,3212,Usia 7-12tahun,"76,518","10,693"
JAWA BARAT,INDRAMAYU,3212,Usia 13-15tahun,"36,104","10,144"
JAWA BARAT,INDRAMAYU,3212,Usia 16-18tahun,"15,732","26,119"
JAWA BARAT,SUBANG,3213,Usia 7-12tahun,"51,489","7,854"
JAWA BARAT,SUBANG,3213,Usia 13-15tahun,"25,937","6,171"
JAWA BARAT,SUBANG,3213,Usia 16-18tahun,"9,195","15,464"
JAWA BARAT,PURWAKARTA,3214,Usia 7-12tahun,"26,904","4,932"
JAWA BARAT,PURWAKARTA,3214,Usia 13-15tahun,"12,055","4,657"
JAWA BARAT,PURWAKARTA,3214,Usia 16-18tahun,"3,801","9,689"
JAWA BARAT,KARAWANG,3215,Usia 7-12tahun,"79,671","13,181"
JAWA BARAT,KARAWANG,3215,Usia 13-15tahun,"38,961","11,606"
JAWA BARAT,KARAWANG,3215,Usia 16-18tahun,"15,078","28,416"
JAWA BARAT,BEKASI,3216,Usia 7-12tahun,"61,754","9,373"
JAWA BARAT,BEKASI,3216,Usia 13-15tahun,"32,185","6,058"
JAWA BARAT,BEKASI,3216,Usia 16-18tahun,"14,424","19,010"
JAWA BARAT,BANDUNG BARAT,3217,Usia 7-12tahun,"62,983","7,990"
JAWA BARAT,BANDUNG BARAT,3217,Usia 13-15tahun,"27,444","8,667"
JAWA BARAT,BANDUNG BARAT,3217,Usia 16-18tahun,"9,678","19,521"
JAWA BARAT,PANGANDARAN,3218,Usia 7-12tahun,"13,140","1,866"
JAWA BARAT,PANGANDARAN,3218,Usia 13-15tahun,"5,286","1,493"
JAWA BARAT,PANGANDARAN,3218,Usia 16-18tahun,"1,991","3,930"
JAWA BARAT,KOTA BOGOR,3271,Usia 7-12tahun,"33,740","2,972"
JAWA BARAT,KOTA BOGOR,3271,Usia 13-15tahun,"16,156","2,846"
JAWA BARAT,KOTA BOGOR,3271,Usia 16-18tahun,"7,971","9,045"
JAWA BARAT,KOTA SUKABUMI,3272,Usia 7-12tahun,"10,869","1,126"
JAWA BARAT,KOTA SUKABUMI,3272,Usia 13-15tahun,"5,128",829
JAWA BARAT,KOTA SUKABUMI,3272,Usia 16-18tahun,"2,468","2,845"
JAWA BARAT,KOTA BANDUNG,3273,Usia 7-12tahun,"54,139","5,620"
JAWA BARAT,KOTA BANDUNG,3273,Usia 13-15tahun,"25,954","3,178"
JAWA BARAT,KOTA BANDUNG,3273,Usia 16-18tahun,"13,103","11,797"
JAWA BARAT,KOTA CIREBON,3274,Usia 7-12tahun,"11,735","1,507"
JAWA BARAT,KOTA CIREBON,3274,Usia 13-15tahun,"5,915","1,164"
JAWA BARAT,KOTA CIREBON,3274,Usia 16-18tahun,"3,131","3,426"
JAWA BARAT,KOTA BEKASI,3275,Usia 7-12tahun,"43,785","3,328"
JAWA BARAT,KOTA BEKASI,3275,Usia 13-15tahun,"22,705","1,857"
JAWA BARAT,KOTA BEKASI,3275,Usia 16-18tahun,"12,927","9,161"
JAWA BARAT,KOTA DEPOK,3276,Usia 7-12tahun,"32,831","2,958"
JAWA BARAT,KOTA DEPOK,3276,Usia 13-15tahun,"17,624","1,621"
JAWA BARAT,KOTA DEPOK,3276,Usia 16-18tahun,"9,832","7,938"
JAWA BARAT,KOTA CIMAHI,3277,Usia 7-12tahun,"12,952","1,676"
JAWA BARAT,KOTA CIMAHI,3277,Usia 13-15tahun,"6,190",822
JAWA BARAT,KOTA CIMAHI,3277,Usia 16-18tahun,"2,655","2,698"
JAWA BARAT,KOTA TASIKMALAYA,3278,Usia 7-12tahun,"31,390","4,020"
JAWA BARAT,KOTA TASIKMALAYA,3278,Usia 13-15tahun,"14,415","2,376"
JAWA BARAT,KOTA TASIKMALAYA,3278,Usia 16-18tahun,"6,824","7,512"
JAWA BARAT,KOTA BANJAR,3279,Usia 7-12tahun,"4,375",511
JAWA BARAT,KOTA BANJAR,3279,Usia 13-15tahun,"2,212",367
JAWA BARAT,KOTA BANJAR,3279,Usia 16-18tahun,880,"1,111"
JAWA TENGAH,CILACAP,3301,Usia 7-12tahun,"84,971","6,155"
JAWA TENGAH,CILACAP,3301,Usia 13-15tahun,"36,528","7,023"
JAWA TENGAH,CILACAP,3301,Usia 16-18tahun,"14,562","21,122"
JAWA TENGAH,BANYUMAS,3302,Usia 7-12tahun,"87,304","6,918"
JAWA TENGAH,BANYUMAS,3302,Usia 13-15tahun,"38,752","7,569"
JAWA TENGAH,BANYUMAS,3302,Usia 16-18tahun,"16,023","21,329"
JAWA TENGAH,PURBALINGGA,3303,Usia 7-12tahun,"53,112","4,154"
JAWA TENGAH,PURBALINGGA,3303,Usia 13-15tahun,"21,146","5,920"
JAWA TENGAH,PURBALINGGA,3303,Usia 16-18tahun,"7,697","15,302"
JAWA TENGAH,BANJARNEGARA,3304,Usia 7-12tahun,"38,675","4,770"
JAWA TENGAH,BANJARNEGARA,3304,Usia 13-15tahun,"15,275","6,694"
JAWA TENGAH,BANJARNEGARA,3304,Usia 16-18tahun,"5,020","12,541"
JAWA TENGAH,KEBUMEN,3305,Usia 7-12tahun,"68,897","4,448"
JAWA TENGAH,KEBUMEN,3305,Usia 13-15tahun,"32,233","4,022"
JAWA TENGAH,KEBUMEN,3305,Usia 16-18tahun,"16,997","14,608"
JAWA TENGAH,PURWOREJO,3306,Usia 7-12tahun,"29,336","1,897"
JAWA TENGAH,PURWOREJO,3306,Usia 13-15tahun,"13,359","1,767"
JAWA TENGAH,PURWOREJO,3306,Usia 16-18tahun,"6,866","6,501"
JAWA TENGAH,WONOSOBO,3307,Usia 7-12tahun,"31,854","3,709"
JAWA TENGAH,WONOSOBO,3307,Usia 13-15tahun,"11,631","6,082"
JAWA TENGAH,WONOSOBO,3307,Usia 16-18tahun,"2,624","9,583"
JAWA TENGAH,MAGELANG,3308,Usia 7-12tahun,"58,732","6,015"
JAWA TENGAH,MAGELANG,3308,Usia 13-15tahun,"25,705","5,693"
JAWA TENGAH,MAGELANG,3308,Usia 16-18tahun,"12,253","16,181"
JAWA TENGAH,BOYOLALI,3309,Usia 7-12tahun,"32,852","2,222"
JAWA TENGAH,BOYOLALI,3309,Usia 13-15tahun,"14,304","2,260"
JAWA TENGAH,BOYOLALI,3309,Usia 16-18tahun,"6,150","7,346"
JAWA TENGAH,KLATEN,3310,Usia 7-12tahun,"55,569","4,161"
JAWA TENGAH,KLATEN,3310,Usia 13-15tahun,"25,841","2,152"
JAWA TENGAH,KLATEN,3310,Usia 16-18tahun,"14,329","9,165"
JAWA TENGAH,SUKOHARJO,3311,Usia 7-12tahun,"27,649","2,484"
JAWA TENGAH,SUKOHARJO,3311,Usia 13-15tahun,"13,455","1,092"
JAWA TENGAH,SUKOHARJO,3311,Usia 16-18tahun,"6,755","5,434"
JAWA TENGAH,WONOGIRI,3312,Usia 7-12tahun,"26,451","2,684"
JAWA TENGAH,WONOGIRI,3312,Usia 13-15tahun,"12,794","2,227"
JAWA TENGAH,WONOGIRI,3312,Usia 16-18tahun,"5,306","7,457"
JAWA TENGAH,KARANGANYAR,3313,Usia 7-12tahun,"26,941","2,339"
JAWA TENGAH,KARANGANYAR,3313,Usia 13-15tahun,"13,097","1,409"
JAWA TENGAH,KARANGANYAR,3313,Usia 16-18tahun,"5,677","6,014"
JAWA TENGAH,SRAGEN,3314,Usia 7-12tahun,"26,663","2,329"
JAWA TENGAH,SRAGEN,3314,Usia 13-15tahun,"12,035","1,544"
JAWA TENGAH,SRAGEN,3314,Usia 16-18tahun,"5,375","5,471"
JAWA TENGAH,GROBOGAN,3315,Usia 7-12tahun,"62,024","3,566"
JAWA TENGAH,GROBOGAN,3315,Usia 13-15tahun,"26,517","7,118"
JAWA TENGAH,GROBOGAN,3315,Usia 16-18tahun,"8,723","18,614"
JAWA TENGAH,BLORA,3316,Usia 7-12tahun,"34,151","2,396"
JAWA TENGAH,BLORA,3316,Usia 13-15tahun,"15,269","3,106"
JAWA TENGAH,BLORA,3316,Usia 16-18tahun,"5,971","9,029"
JAWA TENGAH,REMBANG,3317,Usia 7-12tahun,"31,356","2,309"
JAWA TENGAH,REMBANG,3317,Usia 13-15tahun,"14,541","2,336"
JAWA TENGAH,REMBANG,3317,Usia 16-18tahun,"5,725","8,204"
JAWA TENGAH,PATI,3318,Usia 7-12tahun,"49,827","4,306"
JAWA TENGAH,PATI,3318,Usia 13-15tahun,"24,109","3,887"
JAWA TENGAH,PATI,3318,Usia 16-18tahun,"11,423","13,741"
