Provinsi,NamaKab/Kota,KodeKab/Kota,Usia,Jumlah Anak yang Bersekolah,Jumlah Anak yang Tidak Bersekolah
NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,5317,Usia 16-18tahun,"11,722","6,588"
NUSA TENGGARA TIMUR,NAGEKEO,5318,Usia 7-12tahun,"10,127","1,215"
NUSA TENGGARA TIMUR,NAGEKEO,5318,Usia 13-15tahun,"3,880",593
NUSA TENGGARA TIMUR,NAGEKEO,5318,Usia 16-18tahun,"1,620","1,333"
NUSA TENGGARA TIMUR,MANGGARAI TIMUR,5319,Usia 7-12tahun,"32,579","4,259"
NUSA TENGGARA TIMUR,MANGGARAI TIMUR,5319,Usia 13-15tahun,"14,390","2,433"
NUSA TENGGARA TIMUR,MANGGARAI TIMUR,5319,Usia 16-18tahun,"7,319","4,962"
NUSA TENGGARA TIMUR,SABU RAIJUA,5320,Usia 7-12tahun,"11,428","1,323"
NUSA TENGGARA TIMUR,SABU RAIJUA,5320,Usia 13-15tahun,"3,998",454
NUSA TENGGARA TIMUR,SABU RAIJUA,5320,Usia 16-18tahun,"2,868","1,227"
NUSA TENGGARA TIMUR,MALAKA,5321,Usia 7-12tahun,"19,211","2,134"
NUSA TENGGARA TIMUR,MALAKA,5321,Usia 13-15tahun,"7,343","1,541"
NUSA TENGGARA TIMUR,MALAKA,5321,Usia 16-18tahun,"3,969","2,805"
NUSA TENGGARA TIMUR,KOTA KUPANG,5371,Usia 7-12tahun,"16,526","1,115"
NUSA TENGGARA TIMUR,KOTA KUPANG,5371,Usia 13-15tahun,"6,555",356
NUSA TENGGARA TIMUR,KOTA KUPANG,5371,Usia 16-18tahun,"3,540","1,614"
KALIMANTAN BARAT,SAMBAS,6101,Usia 7-12tahun,"21,163","2,957"
KALIMANTAN BARAT,SAMBAS,6101,Usia 13-15tahun,"8,366","2,505"
KALIMANTAN BARAT,SAMBAS,6101,Usia 16-18tahun,"3,371","5,066"
KALIMANTAN BARAT,BENGKAYANG,6102,Usia 7-12tahun,"12,982","1,664"
KALIMANTAN BARAT,BENGKAYANG,6102,Usia 13-15tahun,"5,540","1,137"
KALIMANTAN BARAT,BENGKAYANG,6102,Usia 16-18tahun,"2,546","2,817"
KALIMANTAN BARAT,LANDAK,6103,Usia 7-12tahun,"28,206","3,021"
KALIMANTAN BARAT,LANDAK,6103,Usia 13-15tahun,"13,056","2,182"
KALIMANTAN BARAT,LANDAK,6103,Usia 16-18tahun,"7,188","5,892"
KALIMANTAN BARAT,MEMPAWAH,6104,Usia 7-12tahun,"14,470","2,077"
KALIMANTAN BARAT,MEMPAWAH,6104,Usia 13-15tahun,"6,618","1,333"
KALIMANTAN BARAT,MEMPAWAH,6104,Usia 16-18tahun,"3,403","3,601"
KALIMANTAN BARAT,SANGGAU,6105,Usia 7-12tahun,"14,241","2,209"
KALIMANTAN BARAT,SANGGAU,6105,Usia 13-15tahun,"6,487","1,869"
KALIMANTAN BARAT,SANGGAU,6105,Usia 16-18tahun,"3,147","4,154"
KALIMANTAN BARAT,KETAPANG,6106,Usia 7-12tahun,"16,296","3,049"
KALIMANTAN BARAT,KETAPANG,6106,Usia 13-15tahun,"7,121","2,394"
KALIMANTAN BARAT,KETAPANG,6106,Usia 16-18tahun,"3,035","4,762"
KALIMANTAN BARAT,SINTANG,6107,Usia 7-12tahun,"20,503","4,113"
KALIMANTAN BARAT,SINTANG,6107,Usia 13-15tahun,"8,304","2,653"
KALIMANTAN BARAT,SINTANG,6107,Usia 16-18tahun,"3,345","5,545"
KALIMANTAN BARAT,KAPUAS HULU,6108,Usia 7-12tahun,"13,611","2,085"
KALIMANTAN BARAT,KAPUAS HULU,6108,Usia 13-15tahun,"5,771","1,306"
KALIMANTAN BARAT,KAPUAS HULU,6108,Usia 16-18tahun,"2,971","2,905"
KALIMANTAN BARAT,SEKADAU,6109,Usia 7-12tahun,"6,639","1,124"
KALIMANTAN BARAT,SEKADAU,6109,Usia 13-15tahun,"3,042",984
KALIMANTAN BARAT,SEKADAU,6109,Usia 16-18tahun,"1,389","2,047"
KALIMANTAN BARAT,MELAWI,6110,Usia 7-12tahun,"7,709","1,503"
KALIMANTAN BARAT,MELAWI,6110,Usia 13-15tahun,"3,179","1,317"
KALIMANTAN BARAT,MELAWI,6110,Usia 16-18tahun,"1,365","2,508"
KALIMANTAN BARAT,KAYONG UTARA,6111,Usia 7-12tahun,"6,210",903
KALIMANTAN BARAT,KAYONG UTARA,6111,Usia 13-15tahun,"2,482",656
KALIMANTAN BARAT,KAYONG UTARA,6111,Usia 16-18tahun,"1,428","1,203"
KALIMANTAN BARAT,KUBU RAYA,6112,Usia 7-12tahun,"26,841","4,901"
KALIMANTAN BARAT,KUBU RAYA,6112,Usia 13-15tahun,"12,768","2,947"
KALIMANTAN BARAT,KUBU RAYA,6112,Usia 16-18tahun,"7,066","7,219"
KALIMANTAN BARAT,KOTA PONTIANAK,6171,Usia 7-12tahun,"12,269","1,342"
KALIMANTAN BARAT,KOTA PONTIANAK,6171,Usia 13-15tahun,"5,644",912
KALIMANTAN BARAT,KOTA PONTIANAK,6171,Usia 16-18tahun,"3,112","2,893"
KALIMANTAN BARAT,KOTA SINGKAWANG,6172,Usia 7-12tahun,"8,898",902
KALIMANTAN BARAT,KOTA SINGKAWANG,6172,Usia 13-15tahun,"3,304",971
KALIMANTAN BARAT,KOTA SINGKAWANG,6172,Usia 16-18tahun,"1,510","2,164"
KALIMANTAN TENGAH,KOTAWARINGIN BARAT,6201,Usia 7-12tahun,"3,442",790
KALIMANTAN TENGAH,KOTAWARINGIN BARAT,6201,Usia 13-15tahun,"1,670",378
KALIMANTAN TENGAH,KOTAWARINGIN BARAT,6201,Usia 16-18tahun,905,943
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,6202,Usia 7-12tahun,"13,353","2,095"
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,6202,Usia 13-15tahun,"5,563","1,595"
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,6202,Usia 16-18tahun,"2,443","3,459"
KALIMANTAN TENGAH,KAPUAS,6203,Usia 7-12tahun,"15,827","2,236"
KALIMANTAN TENGAH,KAPUAS,6203,Usia 13-15tahun,"6,232","2,270"
KALIMANTAN TENGAH,KAPUAS,6203,Usia 16-18tahun,"2,401","4,139"
KALIMANTAN TENGAH,BARITO SELATAN,6204,Usia 7-12tahun,"3,368",411
KALIMANTAN TENGAH,BARITO SELATAN,6204,Usia 13-15tahun,"1,472",257
KALIMANTAN TENGAH,BARITO SELATAN,6204,Usia 16-18tahun,672,678
KALIMANTAN TENGAH,BARITO UTARA,6205,Usia 7-12tahun,"2,774",413
KALIMANTAN TENGAH,BARITO UTARA,6205,Usia 13-15tahun,"1,260",342
KALIMANTAN TENGAH,BARITO UTARA,6205,Usia 16-18tahun,593,717
KALIMANTAN TENGAH,SUKAMARA,6206,Usia 7-12tahun,988,274
KALIMANTAN TENGAH,SUKAMARA,6206,Usia 13-15tahun,445,144
KALIMANTAN TENGAH,SUKAMARA,6206,Usia 16-18tahun,230,262
KALIMANTAN TENGAH,LAMANDAU,6207,Usia 7-12tahun,"1,237",179
KALIMANTAN TENGAH,LAMANDAU,6207,Usia 13-15tahun,582,92
KALIMANTAN TENGAH,LAMANDAU,6207,Usia 16-18tahun,288,318
KALIMANTAN TENGAH,SERUYAN,6208,Usia 7-12tahun,"2,505",413
KALIMANTAN TENGAH,SERUYAN,6208,Usia 13-15tahun,"1,179",287
KALIMANTAN TENGAH,SERUYAN,6208,Usia 16-18tahun,628,698
KALIMANTAN TENGAH,KATINGAN,6209,Usia 7-12tahun,"3,957",508
KALIMANTAN TENGAH,KATINGAN,6209,Usia 13-15tahun,"1,833",416
KALIMANTAN TENGAH,KATINGAN,6209,Usia 16-18tahun,831,"1,127"
KALIMANTAN TENGAH,PULANG PISAU,6210,Usia 7-12tahun,"5,193",713
KALIMANTAN TENGAH,PULANG PISAU,6210,Usia 13-15tahun,"2,407",560
KALIMANTAN TENGAH,PULANG PISAU,6210,Usia 16-18tahun,"1,155","1,276"
KALIMANTAN TENGAH,GUNUNG MAS,6211,Usia 7-12tahun,"1,401",213
KALIMANTAN TENGAH,GUNUNG MAS,6211,Usia 13-15tahun,498,216
KALIMANTAN TENGAH,GUNUNG MAS,6211,Usia 16-18tahun,118,339
KALIMANTAN TENGAH,BARITO TIMUR,6212,Usia 7-12tahun,"2,166",252
KALIMANTAN TENGAH,BARITO TIMUR,6212,Usia 13-15tahun,968,161
KALIMANTAN TENGAH,BARITO TIMUR,6212,Usia 16-18tahun,439,453
KALIMANTAN TENGAH,MURUNG RAYA,6213,Usia 7-12tahun,"4,663",717
KALIMANTAN TENGAH,MURUNG RAYA,6213,Usia 13-15tahun,"1,694",596
KALIMANTAN TENGAH,MURUNG RAYA,6213,Usia 16-18tahun,541,"1,025"
KALIMANTAN TENGAH,KOTA PALANGKA RAYA,6271,Usia 7-12tahun,"5,363",489
KALIMANTAN TENGAH,KOTA PALANGKA RAYA,6271,Usia 13-15tahun,"2,150",348
KALIMANTAN TENGAH,KOTA PALANGKA RAYA,6271,Usia 16-18tahun,"1,005",973
KALIMANTAN SELATAN,TANAH LAUT,6301,Usia 7-12tahun,"8,013",936
KALIMANTAN SELATAN,TANAH LAUT,6301,Usia 13-15tahun,"3,048",984
KALIMANTAN SELATAN,TANAH LAUT,6301,Usia 16-18tahun,"1,013","1,701"
KALIMANTAN SELATAN,KOTA BARU,6302,Usia 7-12tahun,"8,107","1,854"
KALIMANTAN SELATAN,KOTA BARU,6302,Usia 13-15tahun,"3,179","1,178"
KALIMANTAN SELATAN,KOTA BARU,6302,Usia 16-18tahun,"1,433","1,853"
KALIMANTAN SELATAN,BANJAR,6303,Usia 7-12tahun,"11,222","2,141"
KALIMANTAN SELATAN,BANJAR,6303,Usia 13-15tahun,"4,515","2,115"
KALIMANTAN SELATAN,BANJAR,6303,Usia 16-18tahun,"1,651","3,330"
KALIMANTAN SELATAN,BARITO KUALA,6304,Usia 7-12tahun,"10,057","1,176"
KALIMANTAN SELATAN,BARITO KUALA,6304,Usia 13-15tahun,"4,238","1,050"
KALIMANTAN SELATAN,BARITO KUALA,6304,Usia 16-18tahun,"1,697","2,037"
KALIMANTAN SELATAN,TAPIN,6305,Usia 7-12tahun,"3,002",539
KALIMANTAN SELATAN,TAPIN,6305,Usia 13-15tahun,"1,090",577
KALIMANTAN SELATAN,TAPIN,6305,Usia 16-18tahun,399,919
KALIMANTAN SELATAN,HULU SUNGAI SELATAN,6306,Usia 7-12tahun,"7,917",833
KALIMANTAN SELATAN,HULU SUNGAI SELATAN,6306,Usia 13-15tahun,"3,276","1,307"
KALIMANTAN SELATAN,HULU SUNGAI SELATAN,6306,Usia 16-18tahun,"1,309","2,144"
KALIMANTAN SELATAN,HULU SUNGAI TENGAH,6307,Usia 7-12tahun,"9,160","1,083"
KALIMANTAN SELATAN,HULU SUNGAI TENGAH,6307,Usia 13-15tahun,"4,101","1,216"
KALIMANTAN SELATAN,HULU SUNGAI TENGAH,6307,Usia 16-18tahun,"1,813","2,412"
KALIMANTAN SELATAN,HULU SUNGAI UTARA,6308,Usia 7-12tahun,"10,144","1,218"
KALIMANTAN SELATAN,HULU SUNGAI UTARA,6308,Usia 13-15tahun,"4,374","1,260"
KALIMANTAN SELATAN,HULU SUNGAI UTARA,6308,Usia 16-18tahun,"2,052","2,650"
KALIMANTAN SELATAN,TABALONG,6309,Usia 7-12tahun,"6,734",826
KALIMANTAN SELATAN,TABALONG,6309,Usia 13-15tahun,"3,085",608
KALIMANTAN SELATAN,TABALONG,6309,Usia 16-18tahun,"1,764","1,574"
KALIMANTAN SELATAN,TANAH BUMBU,6310,Usia 7-12tahun,"7,606",762
KALIMANTAN SELATAN,TANAH BUMBU,6310,Usia 13-15tahun,"3,002",662
KALIMANTAN SELATAN,TANAH BUMBU,6310,Usia 16-18tahun,"1,387","1,552"
KALIMANTAN SELATAN,BALANGAN,6311,Usia 7-12tahun,"3,951",427
KALIMANTAN SELATAN,BALANGAN,6311,Usia 13-15tahun,"1,497",501
KALIMANTAN SELATAN,BALANGAN,6311,Usia 16-18tahun,594,881
KALIMANTAN SELATAN,KOTA BANJARMASIN,6371,Usia 7-12tahun,"16,264","1,454"
KALIMANTAN SELATAN,KOTA BANJARMASIN,6371,Usia 13-15tahun,"7,763","1,351"
KALIMANTAN SELATAN,KOTA BANJARMASIN,6371,Usia 16-18tahun,"3,653","3,811"
KALIMANTAN SELATAN,KOTA BANJAR BARU,6372,Usia 7-12tahun,"4,784",426
KALIMANTAN SELATAN,KOTA BANJAR BARU,6372,Usia 13-15tahun,"2,283",338
KALIMANTAN SELATAN,KOTA BANJAR BARU,6372,Usia 16-18tahun,"1,228",926
KALIMANTAN TIMUR,PASER,6401,Usia 7-12tahun,"9,749","1,518"
KALIMANTAN TIMUR,PASER,6401,Usia 13-15tahun,"4,027",919
KALIMANTAN TIMUR,PASER,6401,Usia 16-18tahun,"2,195","2,057"
KALIMANTAN TIMUR,KUTAI BARAT,6402,Usia 7-12tahun,"5,167",695
KALIMANTAN TIMUR,KUTAI BARAT,6402,Usia 13-15tahun,"2,368",382
KALIMANTAN TIMUR,KUTAI BARAT,6402,Usia 16-18tahun,"1,265","1,018"
KALIMANTAN TIMUR,KUTAI KARTANEGARA,6403,Usia 7-12tahun,"15,177","2,048"
KALIMANTAN TIMUR,KUTAI KARTANEGARA,6403,Usia 13-15tahun,"7,500","1,077"
KALIMANTAN TIMUR,KUTAI KARTANEGARA,6403,Usia 16-18tahun,"4,040","3,269"
KALIMANTAN TIMUR,KUTAI TIMUR,6404,Usia 7-12tahun,"10,997","1,521"
KALIMANTAN TIMUR,KUTAI TIMUR,6404,Usia 13-15tahun,"4,921",681
KALIMANTAN TIMUR,KUTAI TIMUR,6404,Usia 16-18tahun,"2,735","1,944"
KALIMANTAN TIMUR,BERAU,6405,Usia 7-12tahun,"4,130",565
KALIMANTAN TIMUR,BERAU,6405,Usia 13-15tahun,"1,738",324
KALIMANTAN TIMUR,BERAU,6405,Usia 16-18tahun,829,750
KALIMANTAN TIMUR,PENAJAM PASER UTARA,6409,Usia 7-12tahun,"6,268",712
KALIMANTAN TIMUR,PENAJAM PASER UTARA,6409,Usia 13-15tahun,"2,828",452
KALIMANTAN TIMUR,PENAJAM PASER UTARA,6409,Usia 16-18tahun,"1,710","1,190"
KALIMANTAN TIMUR,MAHAKAM HULU,6411,Usia 7-12tahun,"1,134",169
KALIMANTAN TIMUR,MAHAKAM HULU,6411,Usia 13-15tahun,499,66
KALIMANTAN TIMUR,MAHAKAM HULU,6411,Usia 16-18tahun,312,232
KALIMANTAN TIMUR,KOTA BALIKPAPAN,6471,Usia 7-12tahun,"12,717","1,358"
KALIMANTAN TIMUR,KOTA BALIKPAPAN,6471,Usia 13-15tahun,"6,470",601
KALIMANTAN TIMUR,KOTA BALIKPAPAN,6471,Usia 16-18tahun,"3,851","2,703"
KALIMANTAN TIMUR,KOTA SAMARINDA,6472,Usia 7-12tahun,"13,638","1,598"
KALIMANTAN TIMUR,KOTA SAMARINDA,6472,Usia 13-15tahun,"6,425",679
KALIMANTAN TIMUR,KOTA SAMARINDA,6472,Usia 16-18tahun,"3,476","2,566"
KALIMANTAN TIMUR,KOTA BONTANG,6474,Usia 7-12tahun,"4,754",820
KALIMANTAN TIMUR,KOTA BONTANG,6474,Usia 13-15tahun,"2,373",302
KALIMANTAN TIMUR,KOTA BONTANG,6474,Usia 16-18tahun,"1,409",909
KALIMANTAN UTARA,MALINAU,6501,Usia 7-12tahun,"2,904",414
KALIMANTAN UTARA,MALINAU,6501,Usia 13-15tahun,"1,280",273
KALIMANTAN UTARA,MALINAU,6501,Usia 16-18tahun,719,624
KALIMANTAN UTARA,BULUNGAN,6502,Usia 7-12tahun,"2,862",569
KALIMANTAN UTARA,BULUNGAN,6502,Usia 13-15tahun,"1,290",321
KALIMANTAN UTARA,BULUNGAN,6502,Usia 16-18tahun,571,577
KALIMANTAN UTARA,TANA TIDUNG,6503,Usia 7-12tahun,441,97
KALIMANTAN UTARA,TANA TIDUNG,6503,Usia 13-15tahun,207,32
KALIMANTAN UTARA,TANA TIDUNG,6503,Usia 16-18tahun,90,89
KALIMANTAN UTARA,NUNUKAN,6504,Usia 7-12tahun,"9,100","1,469"
KALIMANTAN UTARA,NUNUKAN,6504,Usia 13-15tahun,"4,101",691
KALIMANTAN UTARA,NUNUKAN,6504,Usia 16-18tahun,"2,341","1,807"
KALIMANTAN UTARA,KOTA TARAKAN,6571,Usia 7-12tahun,"6,662","1,222"
KALIMANTAN UTARA,KOTA TARAKAN,6571,Usia 13-15tahun,"3,013",469
KALIMANTAN UTARA,KOTA TARAKAN,6571,Usia 16-18tahun,"1,850","1,330"
SULAWESI UTARA,BOLAANG MONGONDOW,7101,Usia 7-12tahun,"15,908","1,159"
SULAWESI UTARA,BOLAANG MONGONDOW,7101,Usia 13-15tahun,"5,549","1,256"
SULAWESI UTARA,BOLAANG MONGONDOW,7101,Usia 16-18tahun,"2,513","3,323"
SULAWESI UTARA,MINAHASA,7102,Usia 7-12tahun,"13,125",560
SULAWESI UTARA,MINAHASA,7102,Usia 13-15tahun,"5,644",655
SULAWESI UTARA,MINAHASA,7102,Usia 16-18tahun,"2,351","2,602"
SULAWESI UTARA,KEPULAUAN SANGIHE,7103,Usia 7-12tahun,"5,269",626
SULAWESI UTARA,KEPULAUAN SANGIHE,7103,Usia 13-15tahun,"1,957",560
SULAWESI UTARA,KEPULAUAN SANGIHE,7103,Usia 16-18tahun,946,"1,324"
SULAWESI UTARA,KEPULAUAN TALAUD,7104,Usia 7-12tahun,"5,126",443
SULAWESI UTARA,KEPULAUAN TALAUD,7104,Usia 13-15tahun,"2,213",184
SULAWESI UTARA,KEPULAUAN TALAUD,7104,Usia 16-18tahun,"1,233",771
SULAWESI UTARA,MINAHASA SELATAN,7105,Usia 7-12tahun,"14,589",450
SULAWESI UTARA,MINAHASA SELATAN,7105,Usia 13-15tahun,"6,056",635
SULAWESI UTARA,MINAHASA SELATAN,7105,Usia 16-18tahun,"2,689","2,990"
SULAWESI UTARA,MINAHASA UTARA,7106,Usia 7-12tahun,"9,895",714
SULAWESI UTARA,MINAHASA UTARA,7106,Usia 13-15tahun,"4,099",607
SULAWESI UTARA,MINAHASA UTARA,7106,Usia 16-18tahun,"1,918","2,256"
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,7107,Usia 7-12tahun,"4,848",271
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,7107,Usia 13-15tahun,"1,738",329
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,7107,Usia 16-18tahun,829,722
SULAWESI UTARA,SIAU TAGULANDANG BIARO,7108,Usia 7-12tahun,"1,519",102
SULAWESI UTARA,SIAU TAGULANDANG BIARO,7108,Usia 13-15tahun,573,133
SULAWESI UTARA,SIAU TAGULANDANG BIARO,7108,Usia 16-18tahun,268,304
SULAWESI UTARA,MINAHASA TENGGARA,7109,Usia 7-12tahun,"5,811",334
SULAWESI UTARA,MINAHASA TENGGARA,7109,Usia 13-15tahun,"2,226",377
SULAWESI UTARA,MINAHASA TENGGARA,7109,Usia 16-18tahun,939,"1,072"
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,7110,Usia 7-12tahun,"4,451",369
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,7110,Usia 13-15tahun,"1,547",322
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,7110,Usia 16-18tahun,595,712
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,7111,Usia 7-12tahun,"3,075",226
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,7111,Usia 13-15tahun,"1,170",271
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,7111,Usia 16-18tahun,435,621
SULAWESI UTARA,KOTA MANADO,7171,Usia 7-12tahun,"11,228",721
SULAWESI UTARA,KOTA MANADO,7171,Usia 13-15tahun,"4,761",670
SULAWESI UTARA,KOTA MANADO,7171,Usia 16-18tahun,"2,304","2,483"
SULAWESI UTARA,KOTA BITUNG,7172,Usia 7-12tahun,"7,891",503
SULAWESI UTARA,KOTA BITUNG,7172,Usia 13-15tahun,"3,032",596
SULAWESI UTARA,KOTA BITUNG,7172,Usia 16-18tahun,"1,305","1,594"
SULAWESI UTARA,KOTA TOMOHON,7173,Usia 7-12tahun,"3,849",138
SULAWESI UTARA,KOTA TOMOHON,7173,Usia 13-15tahun,"1,823",167
SULAWESI UTARA,KOTA TOMOHON,7173,Usia 16-18tahun,885,736
SULAWESI UTARA,KOTAMOBAGU,7174,Usia 7-12tahun,"4,828",251
SULAWESI UTARA,KOTAMOBAGU,7174,Usia 13-15tahun,"1,847",331
SULAWESI UTARA,KOTAMOBAGU,7174,Usia 16-18tahun,909,989
SULAWESI TENGAH,BANGGAI KEPULAUAN,7201,Usia 7-12tahun,"7,277",950
SULAWESI TENGAH,BANGGAI KEPULAUAN,7201,Usia 13-15tahun,"2,923",806
SULAWESI TENGAH,BANGGAI KEPULAUAN,7201,Usia 16-18tahun,"1,207","1,420"
SULAWESI TENGAH,BANGGAI,7202,Usia 7-12tahun,"19,114","1,775"
SULAWESI TENGAH,BANGGAI,7202,Usia 13-15tahun,"7,308","1,652"
SULAWESI TENGAH,BANGGAI,7202,Usia 16-18tahun,"3,119","3,566"
SULAWESI TENGAH,MOROWALI,7203,Usia 7-12tahun,"5,506",791
SULAWESI TENGAH,MOROWALI,7203,Usia 13-15tahun,"2,316",390
SULAWESI TENGAH,MOROWALI,7203,Usia 16-18tahun,"1,292",962
SULAWESI TENGAH,POSO,7204,Usia 7-12tahun,"14,199","1,155"
SULAWESI TENGAH,POSO,7204,Usia 13-15tahun,"5,936",751
SULAWESI TENGAH,POSO,7204,Usia 16-18tahun,"2,803","2,209"
SULAWESI TENGAH,DONGGALA,7205,Usia 7-12tahun,"24,018","3,482"
SULAWESI TENGAH,DONGGALA,7205,Usia 13-15tahun,"8,226","2,334"
SULAWESI TENGAH,DONGGALA,7205,Usia 16-18tahun,"3,498","4,563"
SULAWESI TENGAH,TOLI-TOLI,7206,Usia 7-12tahun,"13,757","2,338"
SULAWESI TENGAH,TOLI-TOLI,7206,Usia 13-15tahun,"4,342","1,822"
SULAWESI TENGAH,TOLI-TOLI,7206,Usia 16-18tahun,"1,401","2,756"
SULAWESI TENGAH,BUOL,7207,Usia 7-12tahun,"11,180","1,183"
SULAWESI TENGAH,BUOL,7207,Usia 13-15tahun,"4,523","1,059"
SULAWESI TENGAH,BUOL,7207,Usia 16-18tahun,"1,851","1,905"
SULAWESI TENGAH,PARIGI MOUTONG,7208,Usia 7-12tahun,"28,235","6,625"
SULAWESI TENGAH,PARIGI MOUTONG,7208,Usia 13-15tahun,"10,524","3,729"
SULAWESI TENGAH,PARIGI MOUTONG,7208,Usia 16-18tahun,"4,548","6,013"
SULAWESI TENGAH,TOJO UNA-UNA,7209,Usia 7-12tahun,"10,560","1,750"
SULAWESI TENGAH,TOJO UNA-UNA,7209,Usia 13-15tahun,"4,146","1,189"
SULAWESI TENGAH,TOJO UNA-UNA,7209,Usia 16-18tahun,"1,627","1,959"
SULAWESI TENGAH,SIGI,7210,Usia 7-12tahun,"14,389","2,007"
SULAWESI TENGAH,SIGI,7210,Usia 13-15tahun,"4,784","1,817"
SULAWESI TENGAH,SIGI,7210,Usia 16-18tahun,"1,982","3,239"
SULAWESI TENGAH,BANGGAI LAUT,7211,Usia 7-12tahun,"2,817",281
SULAWESI TENGAH,BANGGAI LAUT,7211,Usia 13-15tahun,925,278
SULAWESI TENGAH,BANGGAI LAUT,7211,Usia 16-18tahun,374,488
SULAWESI TENGAH,MOROWALI UTARA,7212,Usia 7-12tahun,"5,729","1,029"
SULAWESI TENGAH,MOROWALI UTARA,7212,Usia 13-15tahun,"2,348",503
SULAWESI TENGAH,MOROWALI UTARA,7212,Usia 16-18tahun,982,956
SULAWESI TENGAH,KOTA PALU,7271,Usia 7-12tahun,"9,410","1,027"
SULAWESI TENGAH,KOTA PALU,7271,Usia 13-15tahun,"3,597",603
SULAWESI TENGAH,KOTA PALU,7271,Usia 16-18tahun,"1,549","1,559"
SULAWESI SELATAN,KEPULAUAN SELAYAR,7301,Usia 7-12tahun,"7,522",878
SULAWESI SELATAN,KEPULAUAN SELAYAR,7301,Usia 13-15tahun,"2,596",622
SULAWESI SELATAN,KEPULAUAN SELAYAR,7301,Usia 16-18tahun,"1,433","1,136"
SULAWESI SELATAN,BULUKUMBA,7302,Usia 7-12tahun,"15,929","2,994"
SULAWESI SELATAN,BULUKUMBA,7302,Usia 13-15tahun,"6,593","2,303"
SULAWESI SELATAN,BULUKUMBA,7302,Usia 16-18tahun,"2,980","3,796"
SULAWESI SELATAN,BANTAENG,7303,Usia 7-12tahun,"7,718","1,927"
SULAWESI SELATAN,BANTAENG,7303,Usia 13-15tahun,"2,566","1,964"
SULAWESI SELATAN,BANTAENG,7303,Usia 16-18tahun,"1,080","2,451"
SULAWESI SELATAN,JENEPONTO,7304,Usia 7-12tahun,"25,716","4,308"
SULAWESI SELATAN,JENEPONTO,7304,Usia 13-15tahun,"10,505","3,396"
SULAWESI SELATAN,JENEPONTO,7304,Usia 16-18tahun,"4,692","6,595"
SULAWESI SELATAN,TAKALAR,7305,Usia 7-12tahun,"19,382","1,907"
SULAWESI SELATAN,TAKALAR,7305,Usia 13-15tahun,"7,379","1,969"
SULAWESI SELATAN,TAKALAR,7305,Usia 16-18tahun,"3,238","4,545"
SULAWESI SELATAN,GOWA,7306,Usia 7-12tahun,"37,564","3,987"
SULAWESI SELATAN,GOWA,7306,Usia 13-15tahun,"15,708","3,665"
SULAWESI SELATAN,GOWA,7306,Usia 16-18tahun,"7,039","8,262"
SULAWESI SELATAN,SINJAI,7307,Usia 7-12tahun,"12,096","1,521"
SULAWESI SELATAN,SINJAI,7307,Usia 13-15tahun,"4,828","1,280"
SULAWESI SELATAN,SINJAI,7307,Usia 16-18tahun,"2,343","2,366"
SULAWESI SELATAN,MAROS,7308,Usia 7-12tahun,"18,028","2,445"
