Provinsi,NamaKab/Kota,KodeKab/Kota,Usia,Jumlah Anak yang Bersekolah,Jumlah Anak yang Tidak Bersekolah
SULAWESI SELATAN,MAROS,7308,Usia 13-15tahun,"7,316","1,928"
SULAWESI SELATAN,MAROS,7308,Usia 16-18tahun,"3,269","4,151"
SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,7309,Usia 7-12tahun,"19,418","2,603"
SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,7309,Usia 13-15tahun,"7,503","2,535"
SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,7309,Usia 16-18tahun,"3,310","4,802"
SULAWESI SELATAN,BARRU,7310,Usia 7-12tahun,"8,407",919
SULAWESI SELATAN,BARRU,7310,Usia 13-15tahun,"3,372",763
SULAWESI SELATAN,BARRU,7310,Usia 16-18tahun,"1,624","1,727"
SULAWESI SELATAN,BONE,7311,Usia 7-12tahun,"40,836","5,427"
SULAWESI SELATAN,BONE,7311,Usia 13-15tahun,"15,199","5,626"
SULAWESI SELATAN,BONE,7311,Usia 16-18tahun,"6,905","9,782"
SULAWESI SELATAN,SOPPENG,7312,Usia 7-12tahun,"8,741","1,226"
SULAWESI SELATAN,SOPPENG,7312,Usia 13-15tahun,"3,685","1,150"
SULAWESI SELATAN,SOPPENG,7312,Usia 16-18tahun,"1,853","2,221"
SULAWESI SELATAN,WAJO,7313,Usia 7-12tahun,"13,606","2,622"
SULAWESI SELATAN,WAJO,7313,Usia 13-15tahun,"3,885","2,979"
SULAWESI SELATAN,WAJO,7313,Usia 16-18tahun,"1,143","3,700"
SULAWESI SELATAN,SIDENRENG RAPPANG,7314,Usia 7-12tahun,"10,884","1,619"
SULAWESI SELATAN,SIDENRENG RAPPANG,7314,Usia 13-15tahun,"4,259","1,325"
SULAWESI SELATAN,SIDENRENG RAPPANG,7314,Usia 16-18tahun,"1,830","2,420"
SULAWESI SELATAN,PINRANG,7315,Usia 7-12tahun,"13,902","1,515"
SULAWESI SELATAN,PINRANG,7315,Usia 13-15tahun,"5,096","1,570"
SULAWESI SELATAN,PINRANG,7315,Usia 16-18tahun,"2,064","2,900"
SULAWESI SELATAN,ENREKANG,7316,Usia 7-12tahun,"14,283","1,613"
SULAWESI SELATAN,ENREKANG,7316,Usia 13-15tahun,"6,074",628
SULAWESI SELATAN,ENREKANG,7316,Usia 16-18tahun,"3,182","1,775"
SULAWESI SELATAN,LUWU,7317,Usia 7-12tahun,"25,149","3,008"
SULAWESI SELATAN,LUWU,7317,Usia 13-15tahun,"10,435","1,678"
SULAWESI SELATAN,LUWU,7317,Usia 16-18tahun,"5,241","4,395"
SULAWESI SELATAN,TANA TORAJA,7318,Usia 7-12tahun,"18,995","2,238"
SULAWESI SELATAN,TANA TORAJA,7318,Usia 13-15tahun,"8,137","1,056"
SULAWESI SELATAN,TANA TORAJA,7318,Usia 16-18tahun,"4,010","2,366"
SULAWESI SELATAN,LUWU UTARA,7322,Usia 7-12tahun,"20,772","1,980"
SULAWESI SELATAN,LUWU UTARA,7322,Usia 13-15tahun,"8,663","1,766"
SULAWESI SELATAN,LUWU UTARA,7322,Usia 16-18tahun,"4,061","4,154"
SULAWESI SELATAN,LUWU TIMUR,7325,Usia 7-12tahun,"12,161","1,380"
SULAWESI SELATAN,LUWU TIMUR,7325,Usia 13-15tahun,"4,985",753
SULAWESI SELATAN,LUWU TIMUR,7325,Usia 16-18tahun,"2,479","2,117"
SULAWESI SELATAN,TORAJA UTARA,7326,Usia 7-12tahun,"19,972","2,094"
SULAWESI SELATAN,TORAJA UTARA,7326,Usia 13-15tahun,"8,812",976
SULAWESI SELATAN,TORAJA UTARA,7326,Usia 16-18tahun,"5,046","2,721"
SULAWESI SELATAN,KOTA MAKASSAR,7371,Usia 7-12tahun,"37,797","4,537"
SULAWESI SELATAN,KOTA MAKASSAR,7371,Usia 13-15tahun,"14,168","3,602"
SULAWESI SELATAN,KOTA MAKASSAR,7371,Usia 16-18tahun,"4,961","7,177"
SULAWESI SELATAN,KOTA PAREPARE,7372,Usia 7-12tahun,"5,063",408
SULAWESI SELATAN,KOTA PAREPARE,7372,Usia 13-15tahun,"1,984",405
SULAWESI SELATAN,KOTA PAREPARE,7372,Usia 16-18tahun,881,998
SULAWESI SELATAN,KOTA PALOPO,7373,Usia 7-12tahun,"6,296",655
SULAWESI SELATAN,KOTA PALOPO,7373,Usia 13-15tahun,"2,665",456
SULAWESI SELATAN,KOTA PALOPO,7373,Usia 16-18tahun,"1,470","1,190"
SULAWESI TENGGARA,BUTON,7401,Usia 7-12tahun,"8,786","1,301"
SULAWESI TENGGARA,BUTON,7401,Usia 13-15tahun,"3,346",608
SULAWESI TENGGARA,BUTON,7401,Usia 16-18tahun,"1,761","1,194"
SULAWESI TENGGARA,MUNA,7402,Usia 7-12tahun,"18,645","2,173"
SULAWESI TENGGARA,MUNA,7402,Usia 13-15tahun,"7,647",964
SULAWESI TENGGARA,MUNA,7402,Usia 16-18tahun,"4,212","2,506"
SULAWESI TENGGARA,KONAWE,7403,Usia 7-12tahun,"15,447","1,739"
SULAWESI TENGGARA,KONAWE,7403,Usia 13-15tahun,"5,389","1,284"
SULAWESI TENGGARA,KONAWE,7403,Usia 16-18tahun,"1,874","2,625"
SULAWESI TENGGARA,KOLAKA,7404,Usia 7-12tahun,"10,430","1,091"
SULAWESI TENGGARA,KOLAKA,7404,Usia 13-15tahun,"3,556",981
SULAWESI TENGGARA,KOLAKA,7404,Usia 16-18tahun,"1,217","1,767"
SULAWESI TENGGARA,KONAWE SELATAN,7405,Usia 7-12tahun,"17,595","2,099"
SULAWESI TENGGARA,KONAWE SELATAN,7405,Usia 13-15tahun,"6,198","1,296"
SULAWESI TENGGARA,KONAWE SELATAN,7405,Usia 16-18tahun,"2,208","2,865"
SULAWESI TENGGARA,BOMBANA,7406,Usia 7-12tahun,"11,080","1,461"
SULAWESI TENGGARA,BOMBANA,7406,Usia 13-15tahun,"3,655","1,113"
SULAWESI TENGGARA,BOMBANA,7406,Usia 16-18tahun,"1,560","2,147"
SULAWESI TENGGARA,WAKATOBI,7407,Usia 7-12tahun,"5,852",661
SULAWESI TENGGARA,WAKATOBI,7407,Usia 13-15tahun,"2,576",414
SULAWESI TENGGARA,WAKATOBI,7407,Usia 16-18tahun,"1,473",814
SULAWESI TENGGARA,KOLAKA UTARA,7408,Usia 7-12tahun,"10,413","1,383"
SULAWESI TENGGARA,KOLAKA UTARA,7408,Usia 13-15tahun,"4,221",891
SULAWESI TENGGARA,KOLAKA UTARA,7408,Usia 16-18tahun,"2,080","2,034"
SULAWESI TENGGARA,BUTON UTARA,7409,Usia 7-12tahun,"5,242",582
SULAWESI TENGGARA,BUTON UTARA,7409,Usia 13-15tahun,"2,111",210
SULAWESI TENGGARA,BUTON UTARA,7409,Usia 16-18tahun,"1,114",576
SULAWESI TENGGARA,KONAWE UTARA,7410,Usia 7-12tahun,"4,776",479
SULAWESI TENGGARA,KONAWE UTARA,7410,Usia 13-15tahun,"1,823",256
SULAWESI TENGGARA,KONAWE UTARA,7410,Usia 16-18tahun,940,804
SULAWESI TENGGARA,KOLAKA TIMUR,7411,Usia 7-12tahun,"6,429",542
SULAWESI TENGGARA,KOLAKA TIMUR,7411,Usia 13-15tahun,"2,274",593
SULAWESI TENGGARA,KOLAKA TIMUR,7411,Usia 16-18tahun,874,"1,108"
SULAWESI TENGGARA,KONAWE KEPULAUAN,7412,Usia 7-12tahun,"3,960",279
SULAWESI TENGGARA,KONAWE KEPULAUAN,7412,Usia 13-15tahun,"1,538",234
SULAWESI TENGGARA,KONAWE KEPULAUAN,7412,Usia 16-18tahun,567,681
SULAWESI TENGGARA,MUNA BARAT,7413,Usia 7-12tahun,"7,591",971
SULAWESI TENGGARA,MUNA BARAT,7413,Usia 13-15tahun,"3,212",529
SULAWESI TENGGARA,MUNA BARAT,7413,Usia 16-18tahun,"1,904","1,302"
SULAWESI TENGGARA,BUTON TENGAH,7414,Usia 7-12tahun,"9,682","1,184"
SULAWESI TENGGARA,BUTON TENGAH,7414,Usia 13-15tahun,"3,736",661
SULAWESI TENGGARA,BUTON TENGAH,7414,Usia 16-18tahun,"1,974","1,394"
SULAWESI TENGGARA,BUTON SELATAN,7415,Usia 7-12tahun,"9,213",927
SULAWESI TENGGARA,BUTON SELATAN,7415,Usia 13-15tahun,"3,557",483
SULAWESI TENGGARA,BUTON SELATAN,7415,Usia 16-18tahun,"1,806","1,115"
SULAWESI TENGGARA,KOTA KENDARI,7471,Usia 7-12tahun,"13,700","1,013"
SULAWESI TENGGARA,KOTA KENDARI,7471,Usia 13-15tahun,"5,109",599
SULAWESI TENGGARA,KOTA KENDARI,7471,Usia 16-18tahun,"2,954","2,182"
SULAWESI TENGGARA,KOTA BAUBAU,7472,Usia 7-12tahun,"9,585",722
SULAWESI TENGGARA,KOTA BAUBAU,7472,Usia 13-15tahun,"3,804",440
SULAWESI TENGGARA,KOTA BAUBAU,7472,Usia 16-18tahun,"2,037","1,449"
GORONTALO,BOALEMO,7501,Usia 7-12tahun,"9,251","1,541"
GORONTALO,BOALEMO,7501,Usia 13-15tahun,"3,561","1,274"
GORONTALO,BOALEMO,7501,Usia 16-18tahun,"1,619","1,898"
GORONTALO,GORONTALO,7502,Usia 7-12tahun,"26,943","3,900"
GORONTALO,GORONTALO,7502,Usia 13-15tahun,"9,857","3,695"
GORONTALO,GORONTALO,7502,Usia 16-18tahun,"5,378","6,521"
GORONTALO,POHUWATO,7503,Usia 7-12tahun,"8,063","1,284"
GORONTALO,POHUWATO,7503,Usia 13-15tahun,"3,093","1,020"
GORONTALO,POHUWATO,7503,Usia 16-18tahun,"1,465","1,538"
GORONTALO,BONE BOLANGO,7504,Usia 7-12tahun,"9,743","1,142"
GORONTALO,BONE BOLANGO,7504,Usia 13-15tahun,"3,826",774
GORONTALO,BONE BOLANGO,7504,Usia 16-18tahun,"1,890","1,674"
GORONTALO,GORONTALO UTARA,7505,Usia 7-12tahun,"8,407","1,114"
GORONTALO,GORONTALO UTARA,7505,Usia 13-15tahun,"3,076",873
GORONTALO,GORONTALO UTARA,7505,Usia 16-18tahun,"1,509","1,624"
GORONTALO,KOTA GORONTALO,7571,Usia 7-12tahun,"9,388",552
GORONTALO,KOTA GORONTALO,7571,Usia 13-15tahun,"3,480",573
GORONTALO,KOTA GORONTALO,7571,Usia 16-18tahun,"1,772","1,541"
SULAWESI BARAT,MAJENE,7601,Usia 7-12tahun,"15,434","2,206"
SULAWESI BARAT,MAJENE,7601,Usia 13-15tahun,"5,449","1,131"
SULAWESI BARAT,MAJENE,7601,Usia 16-18tahun,"3,105","2,686"
SULAWESI BARAT,POLEWALI MANDAR,7602,Usia 7-12tahun,"30,125","4,492"
SULAWESI BARAT,POLEWALI MANDAR,7602,Usia 13-15tahun,"10,289","2,955"
SULAWESI BARAT,POLEWALI MANDAR,7602,Usia 16-18tahun,"5,252","6,107"
SULAWESI BARAT,MAMASA,7603,Usia 7-12tahun,"14,176","2,097"
SULAWESI BARAT,MAMASA,7603,Usia 13-15tahun,"6,732","1,332"
SULAWESI BARAT,MAMASA,7603,Usia 16-18tahun,"3,142","2,887"
SULAWESI BARAT,MAMUJU,7604,Usia 7-12tahun,"13,877","2,439"
SULAWESI BARAT,MAMUJU,7604,Usia 13-15tahun,"4,861","1,551"
SULAWESI BARAT,MAMUJU,7604,Usia 16-18tahun,"2,152","2,522"
SULAWESI BARAT,MAMUJU UTARA,7605,Usia 7-12tahun,"7,811","1,282"
SULAWESI BARAT,MAMUJU UTARA,7605,Usia 13-15tahun,"2,651",748
SULAWESI BARAT,MAMUJU UTARA,7605,Usia 16-18tahun,"1,358","1,456"
SULAWESI BARAT,MAMUJU TENGAH,7606,Usia 7-12tahun,"5,015",808
SULAWESI BARAT,MAMUJU TENGAH,7606,Usia 13-15tahun,"1,831",500
SULAWESI BARAT,MAMUJU TENGAH,7606,Usia 16-18tahun,860,861
MALUKU,MALUKU TENGGARA BARAT,8101,Usia 7-12tahun,"11,354",892
MALUKU,MALUKU TENGGARA BARAT,8101,Usia 13-15tahun,"4,525",520
MALUKU,MALUKU TENGGARA BARAT,8101,Usia 16-18tahun,"2,084","1,511"
MALUKU,MALUKU TENGGARA,8102,Usia 7-12tahun,"8,971",627
MALUKU,MALUKU TENGGARA,8102,Usia 13-15tahun,"3,056",443
MALUKU,MALUKU TENGGARA,8102,Usia 16-18tahun,"1,364","1,325"
MALUKU,MALUKU TENGAH,8103,Usia 7-12tahun,"30,476","2,324"
MALUKU,MALUKU TENGAH,8103,Usia 13-15tahun,"14,147","1,044"
MALUKU,MALUKU TENGAH,8103,Usia 16-18tahun,"8,293","4,274"
MALUKU,BURU,8104,Usia 7-12tahun,"7,781","1,591"
MALUKU,BURU,8104,Usia 13-15tahun,"3,158",657
MALUKU,BURU,8104,Usia 16-18tahun,"1,610","1,256"
MALUKU,KEPULAUAN ARU,8105,Usia 7-12tahun,"7,664",876
MALUKU,KEPULAUAN ARU,8105,Usia 13-15tahun,"1,947",662
MALUKU,KEPULAUAN ARU,8105,Usia 16-18tahun,685,"1,237"
MALUKU,SERAM BAGIAN BARAT,8106,Usia 7-12tahun,"19,728","1,675"
MALUKU,SERAM BAGIAN BARAT,8106,Usia 13-15tahun,"8,267",840
MALUKU,SERAM BAGIAN BARAT,8106,Usia 16-18tahun,"4,150","3,047"
MALUKU,SERAM BAGIAN TIMUR,8107,Usia 7-12tahun,"9,310","1,207"
MALUKU,SERAM BAGIAN TIMUR,8107,Usia 13-15tahun,"3,424",513
MALUKU,SERAM BAGIAN TIMUR,8107,Usia 16-18tahun,"1,688","1,103"
MALUKU,MALUKU BARAT DAYA,8108,Usia 7-12tahun,"8,603",789
MALUKU,MALUKU BARAT DAYA,8108,Usia 13-15tahun,"3,227",594
MALUKU,MALUKU BARAT DAYA,8108,Usia 16-18tahun,"1,457","1,196"
MALUKU,BURU SELATAN,8109,Usia 7-12tahun,"5,776",947
MALUKU,BURU SELATAN,8109,Usia 13-15tahun,"2,202",317
MALUKU,BURU SELATAN,8109,Usia 16-18tahun,"1,499",720
MALUKU,KOTA AMBON,8171,Usia 7-12tahun,"14,595",752
MALUKU,KOTA AMBON,8171,Usia 13-15tahun,"6,311",463
MALUKU,KOTA AMBON,8171,Usia 16-18tahun,"3,368","2,383"
MALUKU,KOTA TUAL,8172,Usia 7-12tahun,"4,752",246
MALUKU,KOTA TUAL,8172,Usia 13-15tahun,"1,745",167
MALUKU,KOTA TUAL,8172,Usia 16-18tahun,967,543
MALUKU UTARA,HALMAHERA BARAT,8201,Usia 7-12tahun,"6,287",352
MALUKU UTARA,HALMAHERA BARAT,8201,Usia 13-15tahun,"2,435",288
MALUKU UTARA,HALMAHERA BARAT,8201,Usia 16-18tahun,"1,064",754
MALUKU UTARA,HALMAHERA TENGAH,8202,Usia 7-12tahun,"3,794",496
MALUKU UTARA,HALMAHERA TENGAH,8202,Usia 13-15tahun,"1,580",162
MALUKU UTARA,HALMAHERA TENGAH,8202,Usia 16-18tahun,883,509
MALUKU UTARA,KEPULAUAN SULA,8203,Usia 7-12tahun,"4,146",523
MALUKU UTARA,KEPULAUAN SULA,8203,Usia 13-15tahun,"1,830",204
MALUKU UTARA,KEPULAUAN SULA,8203,Usia 16-18tahun,869,608
MALUKU UTARA,HALMAHERA SELATAN,8204,Usia 7-12tahun,"9,734","1,116"
MALUKU UTARA,HALMAHERA SELATAN,8204,Usia 13-15tahun,"3,887",733
MALUKU UTARA,HALMAHERA SELATAN,8204,Usia 16-18tahun,"1,896","1,765"
MALUKU UTARA,HALMAHERA UTARA,8205,Usia 7-12tahun,"6,113","1,461"
MALUKU UTARA,HALMAHERA UTARA,8205,Usia 13-15tahun,"2,359",674
MALUKU UTARA,HALMAHERA UTARA,8205,Usia 16-18tahun,707,"1,052"
MALUKU UTARA,HALMAHERA TIMUR,8206,Usia 7-12tahun,"4,196",654
MALUKU UTARA,HALMAHERA TIMUR,8206,Usia 13-15tahun,"1,885",266
MALUKU UTARA,HALMAHERA TIMUR,8206,Usia 16-18tahun,"1,021",801
MALUKU UTARA,PULAU MOROTAI,8207,Usia 7-12tahun,"3,601",576
MALUKU UTARA,PULAU MOROTAI,8207,Usia 13-15tahun,"1,269",333
MALUKU UTARA,PULAU MOROTAI,8207,Usia 16-18tahun,501,570
MALUKU UTARA,PULAU TALIABU,8208,Usia 7-12tahun,"1,860",483
MALUKU UTARA,PULAU TALIABU,8208,Usia 13-15tahun,732,246
MALUKU UTARA,PULAU TALIABU,8208,Usia 16-18tahun,381,395
MALUKU UTARA,KOTA TERNATE,8271,Usia 7-12tahun,"2,676",258
MALUKU UTARA,KOTA TERNATE,8271,Usia 13-15tahun,"1,136",118
MALUKU UTARA,KOTA TERNATE,8271,Usia 16-18tahun,416,388
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,Usia 7-12tahun,"3,927",389
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,Usia 13-15tahun,"1,777",149
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,Usia 16-18tahun,"1,055",637
PAPUA BARAT,FAKFAK,9101,Usia 7-12tahun,"6,272",660
PAPUA BARAT,FAKFAK,9101,Usia 13-15tahun,"2,132",243
PAPUA BARAT,FAKFAK,9101,Usia 16-18tahun,"1,211",660
PAPUA BARAT,KAIMANA,9102,Usia 7-12tahun,"3,674",829
PAPUA BARAT,KAIMANA,9102,Usia 13-15tahun,"1,040",354
PAPUA BARAT,KAIMANA,9102,Usia 16-18tahun,383,691
PAPUA BARAT,TELUK WONDAMA,9103,Usia 7-12tahun,"2,361",462
PAPUA BARAT,TELUK WONDAMA,9103,Usia 13-15tahun,686,186
PAPUA BARAT,TELUK WONDAMA,9103,Usia 16-18tahun,313,367
PAPUA BARAT,TELUK BINTUNI,9104,Usia 7-12tahun,"4,161",879
PAPUA BARAT,TELUK BINTUNI,9104,Usia 13-15tahun,"1,480",240
PAPUA BARAT,TELUK BINTUNI,9104,Usia 16-18tahun,777,541
PAPUA BARAT,MANOKWARI,9105,Usia 7-12tahun,"6,136","1,434"
PAPUA BARAT,MANOKWARI,9105,Usia 13-15tahun,"2,374",630
PAPUA BARAT,MANOKWARI,9105,Usia 16-18tahun,"1,190","1,358"
PAPUA BARAT,SORONG SELATAN,9106,Usia 7-12tahun,"3,379",724
PAPUA BARAT,SORONG SELATAN,9106,Usia 13-15tahun,"1,289",174
PAPUA BARAT,SORONG SELATAN,9106,Usia 16-18tahun,770,417
PAPUA BARAT,SORONG,9107,Usia 7-12tahun,"5,615",855
PAPUA BARAT,SORONG,9107,Usia 13-15tahun,"2,090",240
PAPUA BARAT,SORONG,9107,Usia 16-18tahun,"1,054",700
PAPUA BARAT,RAJA AMPAT,9108,Usia 7-12tahun,"4,809",666
PAPUA BARAT,RAJA AMPAT,9108,Usia 13-15tahun,"1,456",149
PAPUA BARAT,RAJA AMPAT,9108,Usia 16-18tahun,740,424
PAPUA BARAT,TAMBRAUW,9109,Usia 7-12tahun,"1,722",509
PAPUA BARAT,TAMBRAUW,9109,Usia 13-15tahun,582,122
PAPUA BARAT,TAMBRAUW,9109,Usia 16-18tahun,347,238
PAPUA BARAT,MAYBRAT,9110,Usia 7-12tahun,"2,093",370
PAPUA BARAT,MAYBRAT,9110,Usia 13-15tahun,859,118
PAPUA BARAT,MAYBRAT,9110,Usia 16-18tahun,536,248
PAPUA BARAT,MANOKWARI SELATAN,9111,Usia 7-12tahun,"1,879",621
PAPUA BARAT,MANOKWARI SELATAN,9111,Usia 13-15tahun,688,296
PAPUA BARAT,MANOKWARI SELATAN,9111,Usia 16-18tahun,404,690
PAPUA BARAT,PEGUNUNGAN ARFAK,9112,Usia 7-12tahun,"2,057","1,635"
PAPUA BARAT,PEGUNUNGAN ARFAK,9112,Usia 13-15tahun,733,509
PAPUA BARAT,PEGUNUNGAN ARFAK,9112,Usia 16-18tahun,379,821
PAPUA BARAT,KOTA SORONG,9171,Usia 7-12tahun,"9,898","1,216"
PAPUA BARAT,KOTA SORONG,9171,Usia 13-15tahun,"3,918",399
PAPUA BARAT,KOTA SORONG,9171,Usia 16-18tahun,"1,526","1,932"
PAPUA,MERAUKE,9401,Usia 7-12tahun,"9,163","1,309"
PAPUA,MERAUKE,9401,Usia 13-15tahun,"3,622",524
PAPUA,MERAUKE,9401,Usia 16-18tahun,"1,970","1,636"
PAPUA,JAYAWIJAYA,9402,Usia 7-12tahun,"2,755",863
PAPUA,JAYAWIJAYA,9402,Usia 13-15tahun,"1,273",365
PAPUA,JAYAWIJAYA,9402,Usia 16-18tahun,452,978
PAPUA,JAYAPURA,9403,Usia 7-12tahun,"6,407","1,205"
PAPUA,JAYAPURA,9403,Usia 13-15tahun,"2,647",499
PAPUA,JAYAPURA,9403,Usia 16-18tahun,"1,285","1,353"
PAPUA,NABIRE,9404,Usia 7-12tahun,"3,618","1,219"
PAPUA,NABIRE,9404,Usia 13-15tahun,"1,657",358
PAPUA,NABIRE,9404,Usia 16-18tahun,986,792
PAPUA,KEPULAUAN YAPEN,9408,Usia 7-12tahun,"4,103",821
PAPUA,KEPULAUAN YAPEN,9408,Usia 13-15tahun,"1,761",329
PAPUA,KEPULAUAN YAPEN,9408,Usia 16-18tahun,852,920
PAPUA,BIAK NUMFOR,9409,Usia 7-12tahun,"9,419",746
PAPUA,BIAK NUMFOR,9409,Usia 13-15tahun,"3,891",272
PAPUA,BIAK NUMFOR,9409,Usia 16-18tahun,"2,417","1,207"
PAPUA,PANIAI,9410,Usia 7-12tahun,"4,885",687
PAPUA,PANIAI,9410,Usia 13-15tahun,"1,273",238
PAPUA,PANIAI,9410,Usia 16-18tahun,509,446
PAPUA,PUNCAK JAYA,9411,Usia 7-12tahun,"1,465","2,834"
PAPUA,PUNCAK JAYA,9411,Usia 13-15tahun,419,919
PAPUA,PUNCAK JAYA,9411,Usia 16-18tahun,173,"1,358"
PAPUA,MIMIKA,9412,Usia 7-12tahun,"8,006","1,645"
PAPUA,MIMIKA,9412,Usia 13-15tahun,"2,873",741
PAPUA,MIMIKA,9412,Usia 16-18tahun,917,"2,223"
PAPUA,BOVEN DIGOEL,9413,Usia 7-12tahun,"3,463","1,112"
PAPUA,BOVEN DIGOEL,9413,Usia 13-15tahun,"1,232",388
PAPUA,BOVEN DIGOEL,9413,Usia 16-18tahun,599,692
PAPUA,MAPPI,9414,Usia 7-12tahun,"6,731","3,368"
PAPUA,MAPPI,9414,Usia 13-15tahun,"2,328","1,319"
PAPUA,MAPPI,9414,Usia 16-18tahun,828,"2,302"
PAPUA,ASMAT,9415,Usia 7-12tahun,"4,962","3,645"
PAPUA,ASMAT,9415,Usia 13-15tahun,"1,387","1,283"
PAPUA,ASMAT,9415,Usia 16-18tahun,580,"1,755"
PAPUA,YAHUKIMO,9416,Usia 7-12tahun,"1,555","3,424"
PAPUA,YAHUKIMO,9416,Usia 13-15tahun,507,"1,645"
PAPUA,YAHUKIMO,9416,Usia 16-18tahun,101,"1,545"
PAPUA,PEGUNUNGAN BINTANG,9417,Usia 7-12tahun,"3,545","5,491"
PAPUA,PEGUNUNGAN BINTANG,9417,Usia 13-15tahun,949,"2,455"
PAPUA,PEGUNUNGAN BINTANG,9417,Usia 16-18tahun,277,"2,466"
PAPUA,TOLIKARA,9418,Usia 7-12tahun,829,869
PAPUA,TOLIKARA,9418,Usia 13-15tahun,313,311
PAPUA,TOLIKARA,9418,Usia 16-18tahun,118,394
PAPUA,SARMI,9419,Usia 7-12tahun,"1,411",308
PAPUA,SARMI,9419,Usia 13-15tahun,516,96
PAPUA,SARMI,9419,Usia 16-18tahun,319,221
PAPUA,KEEROM,9420,Usia 7-12tahun,"3,105",441
PAPUA,KEEROM,9420,Usia 13-15tahun,"1,277",132
PAPUA,KEEROM,9420,Usia 16-18tahun,753,499
PAPUA,WAROPEN,9426,Usia 7-12tahun,939,164
PAPUA,WAROPEN,9426,Usia 13-15tahun,405,60
PAPUA,WAROPEN,9426,Usia 16-18tahun,260,143
PAPUA,SUPIORI,9427,Usia 7-12tahun,"1,766",240
PAPUA,SUPIORI,9427,Usia 13-15tahun,673,53
PAPUA,SUPIORI,9427,Usia 16-18tahun,476,138
PAPUA,MAMBERAMO RAYA,9428,Usia 7-12tahun,543,196
PAPUA,MAMBERAMO RAYA,9428,Usia 13-15tahun,236,56
PAPUA,MAMBERAMO RAYA,9428,Usia 16-18tahun,111,155
PAPUA,NDUGA,9429,Usia 7-12tahun,0,0
PAPUA,NDUGA,9429,Usia 13-15tahun,0,0
PAPUA,NDUGA,9429,Usia 16-18tahun,0,0
PAPUA,LANNY JAYA,9430,Usia 7-12tahun,989,"2,428"
PAPUA,LANNY JAYA,9430,Usia 13-15tahun,468,778
PAPUA,LANNY JAYA,9430,Usia 16-18tahun,181,799
PAPUA,MAMBERAMO TENGAH,9431,Usia 7-12tahun,141,265
PAPUA,MAMBERAMO TENGAH,9431,Usia 13-15tahun,64,161
PAPUA,MAMBERAMO TENGAH,9431,Usia 16-18tahun,26,131
PAPUA,YALIMO,9432,Usia 7-12tahun,"1,481","3,533"
PAPUA,YALIMO,9432,Usia 13-15tahun,756,"2,419"
PAPUA,YALIMO,9432,Usia 16-18tahun,4,"2,271"
PAPUA,PUNCAK,9433,Usia 7-12tahun,319,"2,002"
PAPUA,PUNCAK,9433,Usia 13-15tahun,147,"1,048"
PAPUA,PUNCAK,9433,Usia 16-18tahun,86,"2,075"
PAPUA,DOGIYAI,9434,Usia 7-12tahun,"1,141",577
PAPUA,DOGIYAI,9434,Usia 13-15tahun,514,201
PAPUA,DOGIYAI,9434,Usia 16-18tahun,216,423
PAPUA,INTAN JAYA,9435,Usia 7-12tahun,64,34
PAPUA,INTAN JAYA,9435,Usia 13-15tahun,24,14
PAPUA,INTAN JAYA,9435,Usia 16-18tahun,17,33
PAPUA,DEIYAI,9436,Usia 7-12tahun,"1,837",907
PAPUA,DEIYAI,9436,Usia 13-15tahun,726,176
PAPUA,DEIYAI,9436,Usia 16-18tahun,331,200
PAPUA,KOTA JAYAPURA,9471,Usia 7-12tahun,"9,174","1,334"
PAPUA,KOTA JAYAPURA,9471,Usia 13-15tahun,"4,068",408
PAPUA,KOTA JAYAPURA,9471,Usia 16-18tahun,"2,464","1,511"
