Provinsi,NamaKab/Kota,KodeKab/Kota,Status tempat tinggal,Jumlah rumah tangga
SULAWESI SELATAN,SINJAI,7307,Bebas Sewa,785
SULAWESI SELATAN,MAROS,7308,Milik Sendiri,"28,313"
SULAWESI SELATAN,MAROS,7308,Kontrak/Sewa,183
SULAWESI SELATAN,MAROS,7308,Bebas Sewa,"1,823"
SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,7309,Milik Sendiri,"28,438"
SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,7309,Kontrak/Sewa,181
SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,7309,Bebas Sewa,"3,142"
SULAWESI SELATAN,BARRU,7310,Milik Sendiri,"15,003"
SULAWESI SELATAN,BARRU,7310,Kontrak/Sewa,85
SULAWESI SELATAN,BARRU,7310,Bebas Sewa,"1,225"
SULAWESI SELATAN,BONE,7311,Milik Sendiri,"74,720"
SULAWESI SELATAN,BONE,7311,Kontrak/Sewa,517
SULAWESI SELATAN,BONE,7311,Bebas Sewa,"4,333"
SULAWESI SELATAN,SOPPENG,7312,Milik Sendiri,"19,881"
SULAWESI SELATAN,SOPPENG,7312,Kontrak/Sewa,160
SULAWESI SELATAN,SOPPENG,7312,Bebas Sewa,"1,497"
SULAWESI SELATAN,WAJO,7313,Milik Sendiri,"26,716"
SULAWESI SELATAN,WAJO,7313,Kontrak/Sewa,141
SULAWESI SELATAN,WAJO,7313,Bebas Sewa,"2,809"
SULAWESI SELATAN,SIDENRENG RAPPANG,7314,Milik Sendiri,"18,359"
SULAWESI SELATAN,SIDENRENG RAPPANG,7314,Kontrak/Sewa,190
SULAWESI SELATAN,SIDENRENG RAPPANG,7314,Bebas Sewa,"2,712"
SULAWESI SELATAN,PINRANG,7315,Milik Sendiri,"20,460"
SULAWESI SELATAN,PINRANG,7315,Kontrak/Sewa,182
SULAWESI SELATAN,PINRANG,7315,Bebas Sewa,"2,275"
SULAWESI SELATAN,ENREKANG,7316,Milik Sendiri,"17,454"
SULAWESI SELATAN,ENREKANG,7316,Kontrak/Sewa,56
SULAWESI SELATAN,ENREKANG,7316,Bebas Sewa,"2,107"
SULAWESI SELATAN,LUWU,7317,Milik Sendiri,"30,067"
SULAWESI SELATAN,LUWU,7317,Kontrak/Sewa,136
SULAWESI SELATAN,LUWU,7317,Bebas Sewa,"3,090"
SULAWESI SELATAN,TANA TORAJA,7318,Milik Sendiri,"20,581"
SULAWESI SELATAN,TANA TORAJA,7318,Kontrak/Sewa,111
SULAWESI SELATAN,TANA TORAJA,7318,Bebas Sewa,"3,009"
SULAWESI SELATAN,LUWU UTARA,7322,Milik Sendiri,"28,674"
SULAWESI SELATAN,LUWU UTARA,7322,Kontrak/Sewa,143
SULAWESI SELATAN,LUWU UTARA,7322,Bebas Sewa,"3,028"
SULAWESI SELATAN,LUWU TIMUR,7325,Milik Sendiri,"16,825"
SULAWESI SELATAN,LUWU TIMUR,7325,Kontrak/Sewa,125
SULAWESI SELATAN,LUWU TIMUR,7325,Bebas Sewa,"1,414"
SULAWESI SELATAN,TORAJA UTARA,7326,Milik Sendiri,"15,904"
SULAWESI SELATAN,TORAJA UTARA,7326,Kontrak/Sewa,156
SULAWESI SELATAN,TORAJA UTARA,7326,Bebas Sewa,"3,039"
SULAWESI SELATAN,KOTA MAKASSAR,7371,Milik Sendiri,"27,527"
SULAWESI SELATAN,KOTA MAKASSAR,7371,Kontrak/Sewa,"10,410"
SULAWESI SELATAN,KOTA MAKASSAR,7371,Bebas Sewa,"11,577"
SULAWESI SELATAN,KOTA PAREPARE,7372,Milik Sendiri,"4,710"
SULAWESI SELATAN,KOTA PAREPARE,7372,Kontrak/Sewa,779
SULAWESI SELATAN,KOTA PAREPARE,7372,Bebas Sewa,"1,537"
SULAWESI SELATAN,KOTA PALOPO,7373,Milik Sendiri,"5,430"
SULAWESI SELATAN,KOTA PALOPO,7373,Kontrak/Sewa,714
SULAWESI SELATAN,KOTA PALOPO,7373,Bebas Sewa,"1,057"
SULAWESI TENGGARA,BUTON,7401,Milik Sendiri,"9,509"
SULAWESI TENGGARA,BUTON,7401,Kontrak/Sewa,34
SULAWESI TENGGARA,BUTON,7401,Bebas Sewa,859
SULAWESI TENGGARA,MUNA,7402,Milik Sendiri,"23,439"
SULAWESI TENGGARA,MUNA,7402,Kontrak/Sewa,109
SULAWESI TENGGARA,MUNA,7402,Bebas Sewa,"1,744"
SULAWESI TENGGARA,KONAWE,7403,Milik Sendiri,"19,402"
SULAWESI TENGGARA,KONAWE,7403,Kontrak/Sewa,47
SULAWESI TENGGARA,KONAWE,7403,Bebas Sewa,"1,360"
SULAWESI TENGGARA,KOLAKA,7404,Milik Sendiri,"11,940"
SULAWESI TENGGARA,KOLAKA,7404,Kontrak/Sewa,151
SULAWESI TENGGARA,KOLAKA,7404,Bebas Sewa,924
SULAWESI TENGGARA,KONAWE SELATAN,7405,Milik Sendiri,"22,498"
SULAWESI TENGGARA,KONAWE SELATAN,7405,Kontrak/Sewa,31
SULAWESI TENGGARA,KONAWE SELATAN,7405,Bebas Sewa,699
SULAWESI TENGGARA,BOMBANA,7406,Milik Sendiri,"15,620"
SULAWESI TENGGARA,BOMBANA,7406,Kontrak/Sewa,25
SULAWESI TENGGARA,BOMBANA,7406,Bebas Sewa,862
SULAWESI TENGGARA,WAKATOBI,7407,Milik Sendiri,"6,558"
SULAWESI TENGGARA,WAKATOBI,7407,Kontrak/Sewa,4
SULAWESI TENGGARA,WAKATOBI,7407,Bebas Sewa,392
SULAWESI TENGGARA,KOLAKA UTARA,7408,Milik Sendiri,"14,871"
SULAWESI TENGGARA,KOLAKA UTARA,7408,Kontrak/Sewa,170
SULAWESI TENGGARA,KOLAKA UTARA,7408,Bebas Sewa,"1,573"
SULAWESI TENGGARA,BUTON UTARA,7409,Milik Sendiri,"6,606"
SULAWESI TENGGARA,BUTON UTARA,7409,Kontrak/Sewa,4
SULAWESI TENGGARA,BUTON UTARA,7409,Bebas Sewa,223
SULAWESI TENGGARA,KONAWE UTARA,7410,Milik Sendiri,"5,147"
SULAWESI TENGGARA,KONAWE UTARA,7410,Kontrak/Sewa,2
SULAWESI TENGGARA,KONAWE UTARA,7410,Bebas Sewa,195
SULAWESI TENGGARA,KOLAKA TIMUR,7411,Milik Sendiri,"9,314"
SULAWESI TENGGARA,KOLAKA TIMUR,7411,Kontrak/Sewa,17
SULAWESI TENGGARA,KOLAKA TIMUR,7411,Bebas Sewa,479
SULAWESI TENGGARA,KONAWE KEPULAUAN,7412,Milik Sendiri,"5,177"
SULAWESI TENGGARA,KONAWE KEPULAUAN,7412,Kontrak/Sewa,4
SULAWESI TENGGARA,KONAWE KEPULAUAN,7412,Bebas Sewa,200
SULAWESI TENGGARA,MUNA BARAT,7413,Milik Sendiri,"10,988"
SULAWESI TENGGARA,MUNA BARAT,7413,Kontrak/Sewa,18
SULAWESI TENGGARA,MUNA BARAT,7413,Bebas Sewa,553
SULAWESI TENGGARA,BUTON TENGAH,7414,Milik Sendiri,"11,254"
SULAWESI TENGGARA,BUTON TENGAH,7414,Kontrak/Sewa,35
SULAWESI TENGGARA,BUTON TENGAH,7414,Bebas Sewa,"1,571"
SULAWESI TENGGARA,BUTON SELATAN,7415,Milik Sendiri,"8,572"
SULAWESI TENGGARA,BUTON SELATAN,7415,Kontrak/Sewa,49
SULAWESI TENGGARA,BUTON SELATAN,7415,Bebas Sewa,907
SULAWESI TENGGARA,KOTA KENDARI,7471,Milik Sendiri,"13,543"
SULAWESI TENGGARA,KOTA KENDARI,7471,Kontrak/Sewa,"1,302"
SULAWESI TENGGARA,KOTA KENDARI,7471,Bebas Sewa,"2,531"
SULAWESI TENGGARA,KOTA BAUBAU,7472,Milik Sendiri,"8,796"
SULAWESI TENGGARA,KOTA BAUBAU,7472,Kontrak/Sewa,555
SULAWESI TENGGARA,KOTA BAUBAU,7472,Bebas Sewa,"3,088"
GORONTALO,BOALEMO,7501,Milik Sendiri,"13,093"
GORONTALO,BOALEMO,7501,Kontrak/Sewa,28
GORONTALO,BOALEMO,7501,Bebas Sewa,"1,309"
GORONTALO,GORONTALO,7502,Milik Sendiri,"38,085"
GORONTALO,GORONTALO,7502,Kontrak/Sewa,111
GORONTALO,GORONTALO,7502,Bebas Sewa,"5,389"
GORONTALO,POHUWATO,7503,Milik Sendiri,"10,433"
GORONTALO,POHUWATO,7503,Kontrak/Sewa,39
GORONTALO,POHUWATO,7503,Bebas Sewa,721
GORONTALO,BONE BOLANGO,7504,Milik Sendiri,"11,726"
GORONTALO,BONE BOLANGO,7504,Kontrak/Sewa,29
GORONTALO,BONE BOLANGO,7504,Bebas Sewa,"1,747"
GORONTALO,GORONTALO UTARA,7505,Milik Sendiri,"10,799"
GORONTALO,GORONTALO UTARA,7505,Kontrak/Sewa,15
GORONTALO,GORONTALO UTARA,7505,Bebas Sewa,"1,100"
GORONTALO,KOTA GORONTALO,7571,Milik Sendiri,"8,273"
GORONTALO,KOTA GORONTALO,7571,Kontrak/Sewa,155
GORONTALO,KOTA GORONTALO,7571,Bebas Sewa,"3,739"
SULAWESI BARAT,MAJENE,7601,Milik Sendiri,"17,211"
SULAWESI BARAT,MAJENE,7601,Kontrak/Sewa,53
SULAWESI BARAT,MAJENE,7601,Bebas Sewa,745
SULAWESI BARAT,POLEWALI MANDAR,7602,Milik Sendiri,"40,563"
SULAWESI BARAT,POLEWALI MANDAR,7602,Kontrak/Sewa,110
SULAWESI BARAT,POLEWALI MANDAR,7602,Bebas Sewa,"2,091"
SULAWESI BARAT,MAMASA,7603,Milik Sendiri,"18,802"
SULAWESI BARAT,MAMASA,7603,Kontrak/Sewa,43
SULAWESI BARAT,MAMASA,7603,Bebas Sewa,"1,568"
SULAWESI BARAT,MAMUJU,7604,Milik Sendiri,"17,244"
SULAWESI BARAT,MAMUJU,7604,Kontrak/Sewa,42
SULAWESI BARAT,MAMUJU,7604,Bebas Sewa,"1,181"
SULAWESI BARAT,MAMUJU UTARA,7605,Milik Sendiri,"9,034"
SULAWESI BARAT,MAMUJU UTARA,7605,Kontrak/Sewa,25
SULAWESI BARAT,MAMUJU UTARA,7605,Bebas Sewa,800
SULAWESI BARAT,MAMUJU TENGAH,7606,Milik Sendiri,"6,372"
SULAWESI BARAT,MAMUJU TENGAH,7606,Kontrak/Sewa,18
SULAWESI BARAT,MAMUJU TENGAH,7606,Bebas Sewa,473
MALUKU,MALUKU TENGGARA BARAT,8101,Milik Sendiri,"10,792"
MALUKU,MALUKU TENGGARA BARAT,8101,Kontrak/Sewa,28
MALUKU,MALUKU TENGGARA BARAT,8101,Bebas Sewa,763
MALUKU,MALUKU TENGGARA,8102,Milik Sendiri,"6,505"
MALUKU,MALUKU TENGGARA,8102,Kontrak/Sewa,22
MALUKU,MALUKU TENGGARA,8102,Bebas Sewa,425
MALUKU,MALUKU TENGAH,8103,Milik Sendiri,"29,916"
MALUKU,MALUKU TENGAH,8103,Kontrak/Sewa,367
MALUKU,MALUKU TENGAH,8103,Bebas Sewa,"5,868"
MALUKU,BURU,8104,Milik Sendiri,"8,194"
MALUKU,BURU,8104,Kontrak/Sewa,29
MALUKU,BURU,8104,Bebas Sewa,252
MALUKU,KEPULAUAN ARU,8105,Milik Sendiri,"6,284"
MALUKU,KEPULAUAN ARU,8105,Kontrak/Sewa,17
MALUKU,KEPULAUAN ARU,8105,Bebas Sewa,366
MALUKU,SERAM BAGIAN BARAT,8106,Milik Sendiri,"17,836"
MALUKU,SERAM BAGIAN BARAT,8106,Kontrak/Sewa,59
MALUKU,SERAM BAGIAN BARAT,8106,Bebas Sewa,"1,700"
MALUKU,SERAM BAGIAN TIMUR,8107,Milik Sendiri,"8,697"
MALUKU,SERAM BAGIAN TIMUR,8107,Kontrak/Sewa,10
MALUKU,SERAM BAGIAN TIMUR,8107,Bebas Sewa,252
MALUKU,MALUKU BARAT DAYA,8108,Milik Sendiri,"9,293"
MALUKU,MALUKU BARAT DAYA,8108,Kontrak/Sewa,13
MALUKU,MALUKU BARAT DAYA,8108,Bebas Sewa,666
MALUKU,BURU SELATAN,8109,Milik Sendiri,"5,545"
MALUKU,BURU SELATAN,8109,Kontrak/Sewa,8
MALUKU,BURU SELATAN,8109,Bebas Sewa,123
MALUKU,KOTA AMBON,8171,Milik Sendiri,"13,894"
MALUKU,KOTA AMBON,8171,Kontrak/Sewa,870
MALUKU,KOTA AMBON,8171,Bebas Sewa,"4,220"
MALUKU,KOTA TUAL,8172,Milik Sendiri,"4,050"
MALUKU,KOTA TUAL,8172,Kontrak/Sewa,23
MALUKU,KOTA TUAL,8172,Bebas Sewa,271
MALUKU UTARA,HALMAHERA BARAT,8201,Milik Sendiri,"6,743"
MALUKU UTARA,HALMAHERA BARAT,8201,Kontrak/Sewa,7
MALUKU UTARA,HALMAHERA BARAT,8201,Bebas Sewa,371
MALUKU UTARA,HALMAHERA TENGAH,8202,Milik Sendiri,"3,623"
MALUKU UTARA,HALMAHERA TENGAH,8202,Kontrak/Sewa,13
MALUKU UTARA,HALMAHERA TENGAH,8202,Bebas Sewa,405
MALUKU UTARA,KEPULAUAN SULA,8203,Milik Sendiri,"3,714"
MALUKU UTARA,KEPULAUAN SULA,8203,Kontrak/Sewa,29
MALUKU UTARA,KEPULAUAN SULA,8203,Bebas Sewa,520
MALUKU UTARA,HALMAHERA SELATAN,8204,Milik Sendiri,"9,082"
MALUKU UTARA,HALMAHERA SELATAN,8204,Kontrak/Sewa,12
MALUKU UTARA,HALMAHERA SELATAN,8204,Bebas Sewa,385
MALUKU UTARA,HALMAHERA UTARA,8205,Milik Sendiri,"6,054"
MALUKU UTARA,HALMAHERA UTARA,8205,Kontrak/Sewa,24
MALUKU UTARA,HALMAHERA UTARA,8205,Bebas Sewa,376
MALUKU UTARA,HALMAHERA TIMUR,8206,Milik Sendiri,"5,981"
MALUKU UTARA,HALMAHERA TIMUR,8206,Kontrak/Sewa,20
MALUKU UTARA,HALMAHERA TIMUR,8206,Bebas Sewa,249
MALUKU UTARA,PULAU MOROTAI,8207,Milik Sendiri,"3,227"
MALUKU UTARA,PULAU MOROTAI,8207,Kontrak/Sewa,13
MALUKU UTARA,PULAU MOROTAI,8207,Bebas Sewa,172
MALUKU UTARA,PULAU TALIABU,8208,Milik Sendiri,"2,266"
MALUKU UTARA,PULAU TALIABU,8208,Kontrak/Sewa,2
MALUKU UTARA,PULAU TALIABU,8208,Bebas Sewa,213
MALUKU UTARA,KOTA TERNATE,8271,Milik Sendiri,"3,091"
MALUKU UTARA,KOTA TERNATE,8271,Kontrak/Sewa,67
MALUKU UTARA,KOTA TERNATE,8271,Bebas Sewa,346
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,Milik Sendiri,"5,607"
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,Kontrak/Sewa,14
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,Bebas Sewa,369
PAPUA BARAT,FAKFAK,9101,Milik Sendiri,"6,941"
PAPUA BARAT,FAKFAK,9101,Kontrak/Sewa,255
PAPUA BARAT,FAKFAK,9101,Bebas Sewa,784
PAPUA BARAT,KAIMANA,9102,Milik Sendiri,"3,876"
PAPUA BARAT,KAIMANA,9102,Kontrak/Sewa,80
PAPUA BARAT,KAIMANA,9102,Bebas Sewa,539
PAPUA BARAT,TELUK WONDAMA,9103,Milik Sendiri,"2,319"
PAPUA BARAT,TELUK WONDAMA,9103,Kontrak/Sewa,24
PAPUA BARAT,TELUK WONDAMA,9103,Bebas Sewa,178
PAPUA BARAT,TELUK BINTUNI,9104,Milik Sendiri,"4,301"
PAPUA BARAT,TELUK BINTUNI,9104,Kontrak/Sewa,116
PAPUA BARAT,TELUK BINTUNI,9104,Bebas Sewa,458
PAPUA BARAT,MANOKWARI,9105,Milik Sendiri,"9,040"
PAPUA BARAT,MANOKWARI,9105,Kontrak/Sewa,263
PAPUA BARAT,MANOKWARI,9105,Bebas Sewa,"1,139"
PAPUA BARAT,SORONG SELATAN,9106,Milik Sendiri,"2,611"
PAPUA BARAT,SORONG SELATAN,9106,Kontrak/Sewa,10
PAPUA BARAT,SORONG SELATAN,9106,Bebas Sewa,708
PAPUA BARAT,SORONG,9107,Milik Sendiri,"6,984"
PAPUA BARAT,SORONG,9107,Kontrak/Sewa,111
PAPUA BARAT,SORONG,9107,Bebas Sewa,843
PAPUA BARAT,RAJA AMPAT,9108,Milik Sendiri,"4,000"
PAPUA BARAT,RAJA AMPAT,9108,Kontrak/Sewa,26
PAPUA BARAT,RAJA AMPAT,9108,Bebas Sewa,170
PAPUA BARAT,TAMBRAUW,9109,Milik Sendiri,"2,273"
PAPUA BARAT,TAMBRAUW,9109,Kontrak/Sewa,0
PAPUA BARAT,TAMBRAUW,9109,Bebas Sewa,56
PAPUA BARAT,MAYBRAT,9110,Milik Sendiri,"3,800"
PAPUA BARAT,MAYBRAT,9110,Kontrak/Sewa,11
PAPUA BARAT,MAYBRAT,9110,Bebas Sewa,418
PAPUA BARAT,MANOKWARI SELATAN,9111,Milik Sendiri,"3,433"
PAPUA BARAT,MANOKWARI SELATAN,9111,Kontrak/Sewa,11
PAPUA BARAT,MANOKWARI SELATAN,9111,Bebas Sewa,221
PAPUA BARAT,PEGUNUNGAN ARFAK,9112,Milik Sendiri,"6,424"
PAPUA BARAT,PEGUNUNGAN ARFAK,9112,Kontrak/Sewa,1
PAPUA BARAT,PEGUNUNGAN ARFAK,9112,Bebas Sewa,315
PAPUA BARAT,KOTA SORONG,9171,Milik Sendiri,"6,920"
PAPUA BARAT,KOTA SORONG,9171,Kontrak/Sewa,"2,218"
PAPUA BARAT,KOTA SORONG,9171,Bebas Sewa,"2,669"
PAPUA,MERAUKE,9401,Milik Sendiri,"10,802"
PAPUA,MERAUKE,9401,Kontrak/Sewa,418
PAPUA,MERAUKE,9401,Bebas Sewa,"1,657"
PAPUA,JAYAWIJAYA,9402,Milik Sendiri,"12,420"
PAPUA,JAYAWIJAYA,9402,Kontrak/Sewa,4
PAPUA,JAYAWIJAYA,9402,Bebas Sewa,722
PAPUA,JAYAPURA,9403,Milik Sendiri,"8,602"
PAPUA,JAYAPURA,9403,Kontrak/Sewa,31
PAPUA,JAYAPURA,9403,Bebas Sewa,491
PAPUA,NABIRE,9404,Milik Sendiri,"8,389"
PAPUA,NABIRE,9404,Kontrak/Sewa,167
PAPUA,NABIRE,9404,Bebas Sewa,619
PAPUA,KEPULAUAN YAPEN,9408,Milik Sendiri,"6,621"
PAPUA,KEPULAUAN YAPEN,9408,Kontrak/Sewa,207
PAPUA,KEPULAUAN YAPEN,9408,Bebas Sewa,832
PAPUA,BIAK NUMFOR,9409,Milik Sendiri,"10,674"
PAPUA,BIAK NUMFOR,9409,Kontrak/Sewa,513
PAPUA,BIAK NUMFOR,9409,Bebas Sewa,"2,142"
PAPUA,PANIAI,9410,Milik Sendiri,"6,883"
PAPUA,PANIAI,9410,Kontrak/Sewa,0
PAPUA,PANIAI,9410,Bebas Sewa,0
PAPUA,PUNCAK JAYA,9411,Milik Sendiri,"6,470"
PAPUA,PUNCAK JAYA,9411,Kontrak/Sewa,128
PAPUA,PUNCAK JAYA,9411,Bebas Sewa,205
PAPUA,MIMIKA,9412,Milik Sendiri,"10,854"
PAPUA,MIMIKA,9412,Kontrak/Sewa,"1,001"
PAPUA,MIMIKA,9412,Bebas Sewa,"1,318"
PAPUA,BOVEN DIGOEL,9413,Milik Sendiri,"5,158"
PAPUA,BOVEN DIGOEL,9413,Kontrak/Sewa,4
PAPUA,BOVEN DIGOEL,9413,Bebas Sewa,37
PAPUA,MAPPI,9414,Milik Sendiri,"9,647"
PAPUA,MAPPI,9414,Kontrak/Sewa,12
PAPUA,MAPPI,9414,Bebas Sewa,756
PAPUA,ASMAT,9415,Milik Sendiri,"8,513"
PAPUA,ASMAT,9415,Kontrak/Sewa,287
PAPUA,ASMAT,9415,Bebas Sewa,"3,003"
PAPUA,YAHUKIMO,9416,Milik Sendiri,"9,972"
PAPUA,YAHUKIMO,9416,Kontrak/Sewa,0
PAPUA,YAHUKIMO,9416,Bebas Sewa,4
PAPUA,PEGUNUNGAN BINTANG,9417,Milik Sendiri,"12,849"
PAPUA,PEGUNUNGAN BINTANG,9417,Kontrak/Sewa,0
PAPUA,PEGUNUNGAN BINTANG,9417,Bebas Sewa,0
PAPUA,TOLIKARA,9418,Milik Sendiri,"4,197"
PAPUA,TOLIKARA,9418,Kontrak/Sewa,65
PAPUA,TOLIKARA,9418,Bebas Sewa,22
PAPUA,SARMI,9419,Milik Sendiri,"1,879"
PAPUA,SARMI,9419,Kontrak/Sewa,7
PAPUA,SARMI,9419,Bebas Sewa,148
PAPUA,KEEROM,9420,Milik Sendiri,"5,201"
PAPUA,KEEROM,9420,Kontrak/Sewa,55
PAPUA,KEEROM,9420,Bebas Sewa,918
PAPUA,WAROPEN,9426,Milik Sendiri,"1,384"
PAPUA,WAROPEN,9426,Kontrak/Sewa,27
PAPUA,WAROPEN,9426,Bebas Sewa,180
PAPUA,SUPIORI,9427,Milik Sendiri,"1,988"
PAPUA,SUPIORI,9427,Kontrak/Sewa,1
PAPUA,SUPIORI,9427,Bebas Sewa,29
PAPUA,MAMBERAMO RAYA,9428,Milik Sendiri,680
PAPUA,MAMBERAMO RAYA,9428,Kontrak/Sewa,0
PAPUA,MAMBERAMO RAYA,9428,Bebas Sewa,0
PAPUA,NDUGA,9429,Milik Sendiri,0
PAPUA,NDUGA,9429,Kontrak/Sewa,0
PAPUA,NDUGA,9429,Bebas Sewa,0
PAPUA,LANNY JAYA,9430,Milik Sendiri,"5,627"
PAPUA,LANNY JAYA,9430,Kontrak/Sewa,0
PAPUA,LANNY JAYA,9430,Bebas Sewa,2
PAPUA,MAMBERAMO TENGAH,9431,Milik Sendiri,687
PAPUA,MAMBERAMO TENGAH,9431,Kontrak/Sewa,0
PAPUA,MAMBERAMO TENGAH,9431,Bebas Sewa,0
PAPUA,YALIMO,9432,Milik Sendiri,"4,869"
PAPUA,YALIMO,9432,Kontrak/Sewa,0
PAPUA,YALIMO,9432,Bebas Sewa,13
PAPUA,PUNCAK,9433,Milik Sendiri,"11,295"
PAPUA,PUNCAK,9433,Kontrak/Sewa,2
PAPUA,PUNCAK,9433,Bebas Sewa,29
PAPUA,DOGIYAI,9434,Milik Sendiri,"4,580"
PAPUA,DOGIYAI,9434,Kontrak/Sewa,2
PAPUA,DOGIYAI,9434,Bebas Sewa,1
PAPUA,INTAN JAYA,9435,Milik Sendiri,205
PAPUA,INTAN JAYA,9435,Kontrak/Sewa,1
PAPUA,INTAN JAYA,9435,Bebas Sewa,0
PAPUA,DEIYAI,9436,Milik Sendiri,"2,991"
PAPUA,DEIYAI,9436,Kontrak/Sewa,0
PAPUA,DEIYAI,9436,Bebas Sewa,0
PAPUA,KOTA JAYAPURA,9471,Milik Sendiri,"9,816"
PAPUA,KOTA JAYAPURA,9471,Kontrak/Sewa,"2,540"
PAPUA,KOTA JAYAPURA,9471,Bebas Sewa,"2,908"
