Provinsi,NamaKab/Kota,KodeKab/Kota,Sumber air minum,Jumlah rumah tangga
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Listrik non-PLN,"8,013"
SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1608,Tidak ada listrik,"11,285"
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Listrik PLN,"32,604"
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Listrik non-PLN,518
SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1609,Tidak ada listrik,"1,104"
SUMATERA SELATAN,OGAN ILIR,1610,Listrik PLN,"39,529"
SUMATERA SELATAN,OGAN ILIR,1610,Listrik non-PLN,"1,432"
SUMATERA SELATAN,OGAN ILIR,1610,Tidak ada listrik,"5,206"
SUMATERA SELATAN,EMPAT LAWANG,1611,Listrik PLN,"19,635"
SUMATERA SELATAN,EMPAT LAWANG,1611,Listrik non-PLN,208
SUMATERA SELATAN,EMPAT LAWANG,1611,Tidak ada listrik,"2,528"
SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,1612,Listrik PLN,"16,503"
SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,1612,Listrik non-PLN,431
SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,1612,Tidak ada listrik,834
SUMATERA SELATAN,MUSI RAWAS UTARA,1613,Listrik PLN,"11,274"
SUMATERA SELATAN,MUSI RAWAS UTARA,1613,Listrik non-PLN,"3,172"
SUMATERA SELATAN,MUSI RAWAS UTARA,1613,Tidak ada listrik,"3,844"
SUMATERA SELATAN,KOTA PALEMBANG,1671,Listrik PLN,"87,642"
SUMATERA SELATAN,KOTA PALEMBANG,1671,Listrik non-PLN,"1,878"
SUMATERA SELATAN,KOTA PALEMBANG,1671,Tidak ada listrik,820
SUMATERA SELATAN,KOTA PRABUMULIH,1672,Listrik PLN,"10,514"
SUMATERA SELATAN,KOTA PRABUMULIH,1672,Listrik non-PLN,38
SUMATERA SELATAN,KOTA PRABUMULIH,1672,Tidak ada listrik,299
SUMATERA SELATAN,KOTA PAGAR ALAM,1673,Listrik PLN,"9,121"
SUMATERA SELATAN,KOTA PAGAR ALAM,1673,Listrik non-PLN,65
SUMATERA SELATAN,KOTA PAGAR ALAM,1673,Tidak ada listrik,224
SUMATERA SELATAN,KOTA LUBUKLINGGAU,1674,Listrik PLN,"11,490"
SUMATERA SELATAN,KOTA LUBUKLINGGAU,1674,Listrik non-PLN,103
SUMATERA SELATAN,KOTA LUBUKLINGGAU,1674,Tidak ada listrik,271
SUMATERA SELATAN,TOTAL,"568,060",Listrik PLN,"49,365"
SUMATERA SELATAN,TOTAL,"568,060",Listrik non-PLN,"56,457"
BENGKULU,BENGKULU SELATAN,1701,Listrik PLN,"10,786"
BENGKULU,BENGKULU SELATAN,1701,Listrik non-PLN,312
BENGKULU,BENGKULU SELATAN,1701,Tidak ada listrik,"1,139"
BENGKULU,REJANG LEBONG,1702,Listrik PLN,"21,941"
BENGKULU,REJANG LEBONG,1702,Listrik non-PLN,306
BENGKULU,REJANG LEBONG,1702,Tidak ada listrik,"5,677"
BENGKULU,BENGKULU UTARA,1703,Listrik PLN,"18,774"
BENGKULU,BENGKULU UTARA,1703,Listrik non-PLN,688
BENGKULU,BENGKULU UTARA,1703,Tidak ada listrik,"2,715"
BENGKULU,KAUR,1704,Listrik PLN,"10,674"
BENGKULU,KAUR,1704,Listrik non-PLN,687
BENGKULU,KAUR,1704,Tidak ada listrik,786
BENGKULU,SELUMA,1705,Listrik PLN,"17,013"
BENGKULU,SELUMA,1705,Listrik non-PLN,543
BENGKULU,SELUMA,1705,Tidak ada listrik,"2,409"
BENGKULU,MUKOMUKO,1706,Listrik PLN,"11,741"
BENGKULU,MUKOMUKO,1706,Listrik non-PLN,540
BENGKULU,MUKOMUKO,1706,Tidak ada listrik,"1,001"
BENGKULU,LEBONG,1707,Listrik PLN,"8,914"
BENGKULU,LEBONG,1707,Listrik non-PLN,317
BENGKULU,LEBONG,1707,Tidak ada listrik,989
BENGKULU,KEPAHIANG,1708,Listrik PLN,"9,387"
BENGKULU,KEPAHIANG,1708,Listrik non-PLN,142
BENGKULU,KEPAHIANG,1708,Tidak ada listrik,"1,257"
BENGKULU,BENGKULU TENGAH,1709,Listrik PLN,"10,923"
BENGKULU,BENGKULU TENGAH,1709,Listrik non-PLN,210
BENGKULU,BENGKULU TENGAH,1709,Tidak ada listrik,"1,272"
BENGKULU,KOTA BENGKULU,1771,Listrik PLN,"20,095"
BENGKULU,KOTA BENGKULU,1771,Listrik non-PLN,96
BENGKULU,KOTA BENGKULU,1771,Tidak ada listrik,106
BENGKULU,TOTAL,"140,248",Listrik PLN,"3,841"
BENGKULU,TOTAL,"140,248",Listrik non-PLN,"17,351"
LAMPUNG,LAMPUNG BARAT,1801,Listrik PLN,"17,787"
LAMPUNG,LAMPUNG BARAT,1801,Listrik non-PLN,"10,226"
LAMPUNG,LAMPUNG BARAT,1801,Tidak ada listrik,"5,432"
LAMPUNG,TANGGAMUS,1802,Listrik PLN,"52,677"
LAMPUNG,TANGGAMUS,1802,Listrik non-PLN,"5,840"
LAMPUNG,TANGGAMUS,1802,Tidak ada listrik,"7,594"
LAMPUNG,LAMPUNG SELATAN,1803,Listrik PLN,"128,446"
LAMPUNG,LAMPUNG SELATAN,1803,Listrik non-PLN,"2,508"
LAMPUNG,LAMPUNG SELATAN,1803,Tidak ada listrik,"1,184"
LAMPUNG,LAMPUNG TIMUR,1804,Listrik PLN,"105,304"
LAMPUNG,LAMPUNG TIMUR,1804,Listrik non-PLN,"1,986"
LAMPUNG,LAMPUNG TIMUR,1804,Tidak ada listrik,"1,826"
LAMPUNG,LAMPUNG TENGAH,1805,Listrik PLN,"116,855"
LAMPUNG,LAMPUNG TENGAH,1805,Listrik non-PLN,"4,424"
LAMPUNG,LAMPUNG TENGAH,1805,Tidak ada listrik,"1,621"
LAMPUNG,LAMPUNG UTARA,1806,Listrik PLN,"68,657"
LAMPUNG,LAMPUNG UTARA,1806,Listrik non-PLN,"1,466"
LAMPUNG,LAMPUNG UTARA,1806,Tidak ada listrik,"3,336"
LAMPUNG,WAY KANAN,1807,Listrik PLN,"40,363"
LAMPUNG,WAY KANAN,1807,Listrik non-PLN,"3,166"
LAMPUNG,WAY KANAN,1807,Tidak ada listrik,"3,512"
LAMPUNG,TULANGBAWANG,1808,Listrik PLN,"27,713"
LAMPUNG,TULANGBAWANG,1808,Listrik non-PLN,"10,664"
LAMPUNG,TULANGBAWANG,1808,Tidak ada listrik,"3,479"
LAMPUNG,PESAWARAN,1809,Listrik PLN,"57,097"
LAMPUNG,PESAWARAN,1809,Listrik non-PLN,"2,207"
LAMPUNG,PESAWARAN,1809,Tidak ada listrik,"2,617"
LAMPUNG,PRINGSEWU,1810,Listrik PLN,"35,303"
LAMPUNG,PRINGSEWU,1810,Listrik non-PLN,415
LAMPUNG,PRINGSEWU,1810,Tidak ada listrik,774
LAMPUNG,MESUJI,1811,Listrik PLN,"11,856"
LAMPUNG,MESUJI,1811,Listrik non-PLN,"8,728"
LAMPUNG,MESUJI,1811,Tidak ada listrik,"1,639"
LAMPUNG,TULANG BAWANG BARAT,1812,Listrik PLN,"21,058"
LAMPUNG,TULANG BAWANG BARAT,1812,Listrik non-PLN,618
LAMPUNG,TULANG BAWANG BARAT,1812,Tidak ada listrik,"1,069"
LAMPUNG,PESISIR BARAT,1813,Listrik PLN,"10,305"
LAMPUNG,PESISIR BARAT,1813,Listrik non-PLN,"3,419"
LAMPUNG,PESISIR BARAT,1813,Tidak ada listrik,"5,906"
LAMPUNG,KOTA BANDAR LAMPUNG,1871,Listrik PLN,"79,408"
LAMPUNG,KOTA BANDAR LAMPUNG,1871,Listrik non-PLN,922
LAMPUNG,KOTA BANDAR LAMPUNG,1871,Tidak ada listrik,321
LAMPUNG,KOTA METRO,1872,Listrik PLN,"8,515"
LAMPUNG,KOTA METRO,1872,Listrik non-PLN,0
LAMPUNG,KOTA METRO,1872,Tidak ada listrik,0
LAMPUNG,TOTAL,"781,344",Listrik PLN,"56,589"
LAMPUNG,TOTAL,"781,344",Listrik non-PLN,"40,310"
KEPULAUAN BANGKA BELITUNG,BANGKA,1901,Listrik PLN,"14,370"
KEPULAUAN BANGKA BELITUNG,BANGKA,1901,Listrik non-PLN,211
KEPULAUAN BANGKA BELITUNG,BANGKA,1901,Tidak ada listrik,433
KEPULAUAN BANGKA BELITUNG,BELITUNG,1902,Listrik PLN,"9,078"
KEPULAUAN BANGKA BELITUNG,BELITUNG,1902,Listrik non-PLN,278
KEPULAUAN BANGKA BELITUNG,BELITUNG,1902,Tidak ada listrik,592
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,1903,Listrik PLN,"5,691"
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,1903,Listrik non-PLN,184
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,1903,Tidak ada listrik,324
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,1904,Listrik PLN,"9,759"
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,1904,Listrik non-PLN,292
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,1904,Tidak ada listrik,279
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,1905,Listrik PLN,"7,016"
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,1905,Listrik non-PLN,664
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,1905,Tidak ada listrik,365
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,1906,Listrik PLN,"6,663"
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,1906,Listrik non-PLN,378
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,1906,Tidak ada listrik,373
KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,1971,Listrik PLN,"8,535"
KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,1971,Listrik non-PLN,87
KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,1971,Tidak ada listrik,20
KEPULAUAN BANGKA BELITUNG,TOTAL,"61,112",Listrik PLN,"2,094"
KEPULAUAN BANGKA BELITUNG,TOTAL,"61,112",Listrik non-PLN,"2,386"
KEPULAUAN RIAU,KARIMUN,2101,Listrik PLN,"10,017"
KEPULAUAN RIAU,KARIMUN,2101,Listrik non-PLN,"2,251"
KEPULAUAN RIAU,KARIMUN,2101,Tidak ada listrik,"1,501"
KEPULAUAN RIAU,BINTAN,2102,Listrik PLN,"4,895"
KEPULAUAN RIAU,BINTAN,2102,Listrik non-PLN,803
KEPULAUAN RIAU,BINTAN,2102,Tidak ada listrik,233
KEPULAUAN RIAU,NATUNA,2103,Listrik PLN,"1,394"
KEPULAUAN RIAU,NATUNA,2103,Listrik non-PLN,884
KEPULAUAN RIAU,NATUNA,2103,Tidak ada listrik,302
KEPULAUAN RIAU,LINGGA,2104,Listrik PLN,"3,477"
KEPULAUAN RIAU,LINGGA,2104,Listrik non-PLN,"2,977"
KEPULAUAN RIAU,LINGGA,2104,Tidak ada listrik,749
KEPULAUAN RIAU,KEPULAUAN ANAMBAS,2105,Listrik PLN,347
KEPULAUAN RIAU,KEPULAUAN ANAMBAS,2105,Listrik non-PLN,338
KEPULAUAN RIAU,KEPULAUAN ANAMBAS,2105,Tidak ada listrik,20
KEPULAUAN RIAU,KOTA BATAM,2171,Listrik PLN,"33,335"
KEPULAUAN RIAU,KOTA BATAM,2171,Listrik non-PLN,"5,373"
KEPULAUAN RIAU,KOTA BATAM,2171,Tidak ada listrik,"1,195"
KEPULAUAN RIAU,KOTA TANJUNG PINANG,2172,Listrik PLN,"9,905"
KEPULAUAN RIAU,KOTA TANJUNG PINANG,2172,Listrik non-PLN,215
KEPULAUAN RIAU,KOTA TANJUNG PINANG,2172,Tidak ada listrik,97
KEPULAUAN RIAU,TOTAL,"63,370",Listrik PLN,"12,841"
KEPULAUAN RIAU,TOTAL,"63,370",Listrik non-PLN,"4,097"
DKI JAKARTA,KEPULAUAN SERIBU,3101,Listrik PLN,"1,727"
DKI JAKARTA,KEPULAUAN SERIBU,3101,Listrik non-PLN,24
DKI JAKARTA,KEPULAUAN SERIBU,3101,Tidak ada listrik,1
DKI JAKARTA,KOTA JAKARTA SELATAN,3171,Listrik PLN,"38,004"
DKI JAKARTA,KOTA JAKARTA SELATAN,3171,Listrik non-PLN,22
DKI JAKARTA,KOTA JAKARTA SELATAN,3171,Tidak ada listrik,51
DKI JAKARTA,KOTA JAKARTA TIMUR,3172,Listrik PLN,"67,598"
DKI JAKARTA,KOTA JAKARTA TIMUR,3172,Listrik non-PLN,0
DKI JAKARTA,KOTA JAKARTA TIMUR,3172,Tidak ada listrik,126
DKI JAKARTA,KOTA JAKARTA PUSAT,3173,Listrik PLN,"34,719"
DKI JAKARTA,KOTA JAKARTA PUSAT,3173,Listrik non-PLN,0
DKI JAKARTA,KOTA JAKARTA PUSAT,3173,Tidak ada listrik,82
DKI JAKARTA,KOTA JAKARTA BARAT,3174,Listrik PLN,"52,910"
DKI JAKARTA,KOTA JAKARTA BARAT,3174,Listrik non-PLN,2
DKI JAKARTA,KOTA JAKARTA BARAT,3174,Tidak ada listrik,59
DKI JAKARTA,KOTA JAKARTA UTARA,3175,Listrik PLN,"69,463"
DKI JAKARTA,KOTA JAKARTA UTARA,3175,Listrik non-PLN,0
DKI JAKARTA,KOTA JAKARTA UTARA,3175,Tidak ada listrik,0
DKI JAKARTA,TOTAL,"264,421",Listrik PLN,48
DKI JAKARTA,TOTAL,"264,421",Listrik non-PLN,319
JAWA BARAT,BOGOR,3201,Listrik PLN,"314,756"
JAWA BARAT,BOGOR,3201,Listrik non-PLN,"2,623"
JAWA BARAT,BOGOR,3201,Tidak ada listrik,"1,636"
JAWA BARAT,SUKABUMI,3202,Listrik PLN,"231,901"
JAWA BARAT,SUKABUMI,3202,Listrik non-PLN,"1,868"
JAWA BARAT,SUKABUMI,3202,Tidak ada listrik,"1,716"
JAWA BARAT,CIANJUR,3203,Listrik PLN,"292,508"
JAWA BARAT,CIANJUR,3203,Listrik non-PLN,"7,092"
JAWA BARAT,CIANJUR,3203,Tidak ada listrik,"4,842"
JAWA BARAT,BANDUNG,3204,Listrik PLN,"324,687"
JAWA BARAT,BANDUNG,3204,Listrik non-PLN,"2,171"
JAWA BARAT,BANDUNG,3204,Tidak ada listrik,173
JAWA BARAT,GARUT,3205,Listrik PLN,"310,958"
JAWA BARAT,GARUT,3205,Listrik non-PLN,"3,319"
JAWA BARAT,GARUT,3205,Tidak ada listrik,"1,131"
JAWA BARAT,TASIKMALAYA,3206,Listrik PLN,"210,295"
JAWA BARAT,TASIKMALAYA,3206,Listrik non-PLN,682
JAWA BARAT,TASIKMALAYA,3206,Tidak ada listrik,829
JAWA BARAT,CIAMIS,3207,Listrik PLN,"150,502"
JAWA BARAT,CIAMIS,3207,Listrik non-PLN,64
JAWA BARAT,CIAMIS,3207,Tidak ada listrik,565
JAWA BARAT,KUNINGAN,3208,Listrik PLN,"108,732"
JAWA BARAT,KUNINGAN,3208,Listrik non-PLN,0
JAWA BARAT,KUNINGAN,3208,Tidak ada listrik,0
JAWA BARAT,CIREBON,3209,Listrik PLN,"249,697"
JAWA BARAT,CIREBON,3209,Listrik non-PLN,67
JAWA BARAT,CIREBON,3209,Tidak ada listrik,37
JAWA BARAT,MAJALENGKA,3210,Listrik PLN,"137,711"
JAWA BARAT,MAJALENGKA,3210,Listrik non-PLN,0
JAWA BARAT,MAJALENGKA,3210,Tidak ada listrik,306
JAWA BARAT,SUMEDANG,3211,Listrik PLN,"96,349"
JAWA BARAT,SUMEDANG,3211,Listrik non-PLN,341
JAWA BARAT,SUMEDANG,3211,Tidak ada listrik,231
JAWA BARAT,INDRAMAYU,3212,Listrik PLN,"234,569"
JAWA BARAT,INDRAMAYU,3212,Listrik non-PLN,"1,898"
JAWA BARAT,INDRAMAYU,3212,Tidak ada listrik,934
JAWA BARAT,SUBANG,3213,Listrik PLN,"129,625"
JAWA BARAT,SUBANG,3213,Listrik non-PLN,932
JAWA BARAT,SUBANG,3213,Tidak ada listrik,344
JAWA BARAT,PURWAKARTA,3214,Listrik PLN,"59,042"
JAWA BARAT,PURWAKARTA,3214,Listrik non-PLN,314
JAWA BARAT,PURWAKARTA,3214,Tidak ada listrik,294
JAWA BARAT,KARAWANG,3215,Listrik PLN,"216,316"
JAWA BARAT,KARAWANG,3215,Listrik non-PLN,"1,760"
JAWA BARAT,KARAWANG,3215,Tidak ada listrik,"1,579"
JAWA BARAT,BEKASI,3216,Listrik PLN,"157,390"
JAWA BARAT,BEKASI,3216,Listrik non-PLN,946
JAWA BARAT,BEKASI,3216,Tidak ada listrik,516
JAWA BARAT,BANDUNG BARAT,3217,Listrik PLN,"140,368"
JAWA BARAT,BANDUNG BARAT,3217,Listrik non-PLN,"1,189"
JAWA BARAT,BANDUNG BARAT,3217,Tidak ada listrik,465
JAWA BARAT,PANGANDARAN,3218,Listrik PLN,"43,142"
JAWA BARAT,PANGANDARAN,3218,Listrik non-PLN,9
JAWA BARAT,PANGANDARAN,3218,Tidak ada listrik,276
JAWA BARAT,KOTA BOGOR,3271,Listrik PLN,"70,931"
JAWA BARAT,KOTA BOGOR,3271,Listrik non-PLN,294
JAWA BARAT,KOTA BOGOR,3271,Tidak ada listrik,81
JAWA BARAT,KOTA SUKABUMI,3272,Listrik PLN,"22,541"
JAWA BARAT,KOTA SUKABUMI,3272,Listrik non-PLN,1
JAWA BARAT,KOTA SUKABUMI,3272,Tidak ada listrik,46
JAWA BARAT,KOTA BANDUNG,3273,Listrik PLN,"115,568"
JAWA BARAT,KOTA BANDUNG,3273,Listrik non-PLN,"1,638"
JAWA BARAT,KOTA BANDUNG,3273,Tidak ada listrik,5
JAWA BARAT,KOTA CIREBON,3274,Listrik PLN,"26,082"
JAWA BARAT,KOTA CIREBON,3274,Listrik non-PLN,47
JAWA BARAT,KOTA CIREBON,3274,Tidak ada listrik,41
JAWA BARAT,KOTA BEKASI,3275,Listrik PLN,"95,067"
JAWA BARAT,KOTA BEKASI,3275,Listrik non-PLN,380
JAWA BARAT,KOTA BEKASI,3275,Tidak ada listrik,67
JAWA BARAT,KOTA DEPOK,3276,Listrik PLN,"74,050"
JAWA BARAT,KOTA DEPOK,3276,Listrik non-PLN,183
JAWA BARAT,KOTA DEPOK,3276,Tidak ada listrik,44
JAWA BARAT,KOTA CIMAHI,3277,Listrik PLN,"25,456"
JAWA BARAT,KOTA CIMAHI,3277,Listrik non-PLN,105
JAWA BARAT,KOTA CIMAHI,3277,Tidak ada listrik,6
JAWA BARAT,KOTA TASIKMALAYA,3278,Listrik PLN,"66,726"
JAWA BARAT,KOTA TASIKMALAYA,3278,Listrik non-PLN,4
JAWA BARAT,KOTA TASIKMALAYA,3278,Tidak ada listrik,5
JAWA BARAT,KOTA BANJAR,3279,Listrik PLN,"11,772"
JAWA BARAT,KOTA BANJAR,3279,Listrik non-PLN,44
JAWA BARAT,KOTA BANJAR,3279,Tidak ada listrik,18
JAWA BARAT,TOTAL,"3,916,741",Listrik PLN,"27,971"
JAWA BARAT,TOTAL,"3,916,741",Listrik non-PLN,"16,187"
JAWA TENGAH,CILACAP,3301,Listrik PLN,"208,230"
JAWA TENGAH,CILACAP,3301,Listrik non-PLN,16
JAWA TENGAH,CILACAP,3301,Tidak ada listrik,"1,091"
JAWA TENGAH,BANYUMAS,3302,Listrik PLN,"219,987"
JAWA TENGAH,BANYUMAS,3302,Listrik non-PLN,687
JAWA TENGAH,BANYUMAS,3302,Tidak ada listrik,777
JAWA TENGAH,PURBALINGGA,3303,Listrik PLN,"116,844"
JAWA TENGAH,PURBALINGGA,3303,Listrik non-PLN,5
JAWA TENGAH,PURBALINGGA,3303,Tidak ada listrik,801
JAWA TENGAH,BANJARNEGARA,3304,Listrik PLN,"105,056"
JAWA TENGAH,BANJARNEGARA,3304,Listrik non-PLN,511
JAWA TENGAH,BANJARNEGARA,3304,Tidak ada listrik,616
JAWA TENGAH,KEBUMEN,3305,Listrik PLN,"155,619"
JAWA TENGAH,KEBUMEN,3305,Listrik non-PLN,0
JAWA TENGAH,KEBUMEN,3305,Tidak ada listrik,"1,031"
JAWA TENGAH,PURWOREJO,3306,Listrik PLN,"80,911"
JAWA TENGAH,PURWOREJO,3306,Listrik non-PLN,9
JAWA TENGAH,PURWOREJO,3306,Tidak ada listrik,576
JAWA TENGAH,WONOSOBO,3307,Listrik PLN,"87,562"
JAWA TENGAH,WONOSOBO,3307,Listrik non-PLN,151
JAWA TENGAH,WONOSOBO,3307,Tidak ada listrik,324
JAWA TENGAH,MAGELANG,3308,Listrik PLN,"152,481"
JAWA TENGAH,MAGELANG,3308,Listrik non-PLN,536
JAWA TENGAH,MAGELANG,3308,Tidak ada listrik,560
JAWA TENGAH,BOYOLALI,3309,Listrik PLN,"96,330"
JAWA TENGAH,BOYOLALI,3309,Listrik non-PLN,219
JAWA TENGAH,BOYOLALI,3309,Tidak ada listrik,263
JAWA TENGAH,KLATEN,3310,Listrik PLN,"167,988"
JAWA TENGAH,KLATEN,3310,Listrik non-PLN,0
JAWA TENGAH,KLATEN,3310,Tidak ada listrik,508
JAWA TENGAH,SUKOHARJO,3311,Listrik PLN,"84,578"
JAWA TENGAH,SUKOHARJO,3311,Listrik non-PLN,16
JAWA TENGAH,SUKOHARJO,3311,Tidak ada listrik,46
JAWA TENGAH,WONOGIRI,3312,Listrik PLN,"92,534"
JAWA TENGAH,WONOGIRI,3312,Listrik non-PLN,474
JAWA TENGAH,WONOGIRI,3312,Tidak ada listrik,328
JAWA TENGAH,KARANGANYAR,3313,Listrik PLN,"76,993"
JAWA TENGAH,KARANGANYAR,3313,Listrik non-PLN,0
JAWA TENGAH,KARANGANYAR,3313,Tidak ada listrik,159
JAWA TENGAH,SRAGEN,3314,Listrik PLN,"81,039"
JAWA TENGAH,SRAGEN,3314,Listrik non-PLN,293
JAWA TENGAH,SRAGEN,3314,Tidak ada listrik,264
JAWA TENGAH,GROBOGAN,3315,Listrik PLN,"189,218"
JAWA TENGAH,GROBOGAN,3315,Listrik non-PLN,75
JAWA TENGAH,GROBOGAN,3315,Tidak ada listrik,377
JAWA TENGAH,BLORA,3316,Listrik PLN,"110,852"
JAWA TENGAH,BLORA,3316,Listrik non-PLN,495
JAWA TENGAH,BLORA,3316,Tidak ada listrik,313
JAWA TENGAH,REMBANG,3317,Listrik PLN,"91,040"
JAWA TENGAH,REMBANG,3317,Listrik non-PLN,72
JAWA TENGAH,REMBANG,3317,Tidak ada listrik,59
JAWA TENGAH,PATI,3318,Listrik PLN,"177,824"
JAWA TENGAH,PATI,3318,Listrik non-PLN,0
JAWA TENGAH,PATI,3318,Tidak ada listrik,2
JAWA TENGAH,KUDUS,3319,Listrik PLN,"57,596"
JAWA TENGAH,KUDUS,3319,Listrik non-PLN,1
JAWA TENGAH,KUDUS,3319,Tidak ada listrik,55
JAWA TENGAH,JEPARA,3320,Listrik PLN,"150,794"
JAWA TENGAH,JEPARA,3320,Listrik non-PLN,612
JAWA TENGAH,JEPARA,3320,Tidak ada listrik,348
JAWA TENGAH,DEMAK,3321,Listrik PLN,"150,288"
JAWA TENGAH,DEMAK,3321,Listrik non-PLN,0
JAWA TENGAH,DEMAK,3321,Tidak ada listrik,0
JAWA TENGAH,SEMARANG,3322,Listrik PLN,"73,540"
JAWA TENGAH,SEMARANG,3322,Listrik non-PLN,0
JAWA TENGAH,SEMARANG,3322,Tidak ada listrik,55
JAWA TENGAH,TEMANGGUNG,3323,Listrik PLN,"80,946"
